scenario,market,hour,value_togo
freightbidbench_scarce_capacity,08,19,-621.71
freightbidbench_scarce_capacity,08,20,-621.71
freightbidbench_scarce_capacity,08,21,-621.71
freightbidbench_scarce_capacity,08,22,-621.71
freightbidbench_scarce_capacity,08,23,-621.71
freightbidbench_scarce_capacity,08,24,-621.71
freightbidbench_scarce_capacity,08,25,-621.71
freightbidbench_scarce_capacity,08,26,-621.71
freightbidbench_scarce_capacity,08,27,-621.71
freightbidbench_scarce_capacity,08,28,-621.71
freightbidbench_scarce_capacity,08,29,-621.71
freightbidbench_scarce_capacity,08,30,-621.71
freightbidbench_scarce_capacity,08,31,-621.71
freightbidbench_scarce_capacity,08,32,-621.71
freightbidbench_scarce_capacity,08,33,-621.71
freightbidbench_scarce_capacity,08,34,-621.71
freightbidbench_scarce_capacity,08,35,-621.71
freightbidbench_scarce_capacity,08,36,-621.71
freightbidbench_scarce_capacity,08,37,-621.71
freightbidbench_scarce_capacity,08,38,-621.71
freightbidbench_scarce_capacity,08,39,-621.71
freightbidbench_scarce_capacity,08,40,-621.71
freightbidbench_scarce_capacity,08,41,-621.71
freightbidbench_scarce_capacity,08,42,-621.71
freightbidbench_scarce_capacity,08,43,-621.71
freightbidbench_scarce_capacity,08,44,-621.71
freightbidbench_scarce_capacity,08,45,-621.71
freightbidbench_scarce_capacity,08,46,-621.71
freightbidbench_scarce_capacity,08,47,-621.71
freightbidbench_scarce_capacity,08,48,-621.71
freightbidbench_scarce_capacity,08,49,-621.71
freightbidbench_scarce_capacity,08,50,-621.71
freightbidbench_scarce_capacity,08,51,-621.71
freightbidbench_scarce_capacity,08,52,-621.71
freightbidbench_scarce_capacity,08,53,-621.71
freightbidbench_scarce_capacity,08,54,-621.71
freightbidbench_scarce_capacity,08,55,-621.71
freightbidbench_scarce_capacity,08,56,-621.71
freightbidbench_scarce_capacity,08,57,-621.71
freightbidbench_scarce_capacity,08,58,-621.71
freightbidbench_scarce_capacity,08,59,-621.71
freightbidbench_scarce_capacity,08,60,-621.71
freightbidbench_scarce_capacity,08,61,-621.71
freightbidbench_scarce_capacity,08,62,-621.71
freightbidbench_scarce_capacity,08,63,-621.71
freightbidbench_scarce_capacity,08,64,-621.71
freightbidbench_scarce_capacity,08,65,-621.71
freightbidbench_scarce_capacity,08,66,-621.71
freightbidbench_scarce_capacity,08,67,-621.71
freightbidbench_scarce_capacity,08,68,-621.71
freightbidbench_scarce_capacity,08,69,-621.71
freightbidbench_scarce_capacity,08,70,-621.71
freightbidbench_scarce_capacity,08,71,-621.71
freightbidbench_scarce_capacity,08,72,-621.71
freightbidbench_scarce_capacity,12,0,-850.00
freightbidbench_scarce_capacity,12,1,-850.00
freightbidbench_scarce_capacity,12,2,-850.00
freightbidbench_scarce_capacity,12,3,-850.00
freightbidbench_scarce_capacity,12,4,-850.00
freightbidbench_scarce_capacity,12,5,-850.00
freightbidbench_scarce_capacity,12,6,-850.00
freightbidbench_scarce_capacity,12,7,-850.00
freightbidbench_scarce_capacity,12,8,-850.00
freightbidbench_scarce_capacity,12,9,-850.00
freightbidbench_scarce_capacity,12,10,-850.00
freightbidbench_scarce_capacity,12,11,-850.00
freightbidbench_scarce_capacity,12,12,-850.00
freightbidbench_scarce_capacity,12,13,-850.00
freightbidbench_scarce_capacity,12,14,-850.00
freightbidbench_scarce_capacity,12,15,-850.00
freightbidbench_scarce_capacity,12,16,-850.00
freightbidbench_scarce_capacity,12,17,-850.00
freightbidbench_scarce_capacity,12,18,-850.00
freightbidbench_scarce_capacity,12,19,-850.00
freightbidbench_scarce_capacity,12,20,-850.00
freightbidbench_scarce_capacity,12,21,-850.00
freightbidbench_scarce_capacity,12,22,-850.00
freightbidbench_scarce_capacity,12,23,-850.00
freightbidbench_scarce_capacity,12,24,-850.00
freightbidbench_scarce_capacity,12,25,-850.00
freightbidbench_scarce_capacity,12,26,-850.00
freightbidbench_scarce_capacity,12,27,-850.00
freightbidbench_scarce_capacity,12,28,-850.00
freightbidbench_scarce_capacity,12,29,-850.00
freightbidbench_scarce_capacity,12,30,-850.00
freightbidbench_scarce_capacity,12,31,-850.00
freightbidbench_scarce_capacity,12,32,-850.00
freightbidbench_scarce_capacity,12,33,-850.00
freightbidbench_scarce_capacity,12,34,-850.00
freightbidbench_scarce_capacity,12,35,-850.00
freightbidbench_scarce_capacity,12,36,-850.00
freightbidbench_scarce_capacity,12,37,-850.00
freightbidbench_scarce_capacity,12,38,-850.00
freightbidbench_scarce_capacity,12,39,-850.00
freightbidbench_scarce_capacity,12,40,-850.00
freightbidbench_scarce_capacity,12,41,-850.00
freightbidbench_scarce_capacity,12,42,-850.00
freightbidbench_scarce_capacity,12,43,-850.00
freightbidbench_scarce_capacity,12,44,-850.00
freightbidbench_scarce_capacity,12,45,-850.00
freightbidbench_scarce_capacity,12,46,-850.00
freightbidbench_scarce_capacity,12,47,-850.00
freightbidbench_scarce_capacity,12,48,-850.00
freightbidbench_scarce_capacity,12,49,-850.00
freightbidbench_scarce_capacity,12,50,-850.00
freightbidbench_scarce_capacity,12,51,-850.00
freightbidbench_scarce_capacity,12,52,-850.00
freightbidbench_scarce_capacity,12,53,-850.00
freightbidbench_scarce_capacity,12,54,-850.00
freightbidbench_scarce_capacity,12,55,-850.00
freightbidbench_scarce_capacity,12,56,-850.00
freightbidbench_scarce_capacity,12,57,-850.00
freightbidbench_scarce_capacity,12,58,-850.00
freightbidbench_scarce_capacity,12,59,-850.00
freightbidbench_scarce_capacity,12,60,-850.00
freightbidbench_scarce_capacity,12,61,-850.00
freightbidbench_scarce_capacity,12,62,-850.00
freightbidbench_scarce_capacity,12,63,-850.00
freightbidbench_scarce_capacity,12,64,-850.00
freightbidbench_scarce_capacity,12,65,-850.00
freightbidbench_scarce_capacity,12,66,-850.00
freightbidbench_scarce_capacity,12,67,-850.00
freightbidbench_scarce_capacity,12,68,-850.00
freightbidbench_scarce_capacity,12,69,-850.00
freightbidbench_scarce_capacity,12,70,-850.00
freightbidbench_scarce_capacity,12,71,-850.00
freightbidbench_scarce_capacity,12,72,-850.00
freightbidbench_scarce_capacity,13,0,31421.08
freightbidbench_scarce_capacity,13,1,30328.45
freightbidbench_scarce_capacity,13,2,30065.30
freightbidbench_scarce_capacity,13,3,30051.88
freightbidbench_scarce_capacity,13,4,30051.88
freightbidbench_scarce_capacity,13,5,30051.88
freightbidbench_scarce_capacity,13,6,30051.88
freightbidbench_scarce_capacity,13,7,29444.29
freightbidbench_scarce_capacity,13,8,27175.22
freightbidbench_scarce_capacity,13,9,27175.22
freightbidbench_scarce_capacity,13,10,27020.12
freightbidbench_scarce_capacity,13,11,27020.12
freightbidbench_scarce_capacity,13,12,27020.12
freightbidbench_scarce_capacity,13,13,27020.12
freightbidbench_scarce_capacity,13,14,27020.12
freightbidbench_scarce_capacity,13,15,27020.12
freightbidbench_scarce_capacity,13,16,25009.25
freightbidbench_scarce_capacity,13,17,25009.25
freightbidbench_scarce_capacity,13,18,22586.14
freightbidbench_scarce_capacity,13,19,22586.14
freightbidbench_scarce_capacity,13,20,22462.72
freightbidbench_scarce_capacity,13,21,22462.72
freightbidbench_scarce_capacity,13,22,22462.72
freightbidbench_scarce_capacity,13,23,22462.72
freightbidbench_scarce_capacity,13,24,22462.72
freightbidbench_scarce_capacity,13,25,19400.05
freightbidbench_scarce_capacity,13,26,19314.33
freightbidbench_scarce_capacity,13,27,19314.33
freightbidbench_scarce_capacity,13,28,19314.33
freightbidbench_scarce_capacity,13,29,19155.78
freightbidbench_scarce_capacity,13,30,19151.37
freightbidbench_scarce_capacity,13,31,19151.37
freightbidbench_scarce_capacity,13,32,17720.85
freightbidbench_scarce_capacity,13,33,16663.59
freightbidbench_scarce_capacity,13,34,16663.59
freightbidbench_scarce_capacity,13,35,16440.97
freightbidbench_scarce_capacity,13,36,16271.51
freightbidbench_scarce_capacity,13,37,16271.51
freightbidbench_scarce_capacity,13,38,16271.51
freightbidbench_scarce_capacity,13,39,15751.26
freightbidbench_scarce_capacity,13,40,13800.75
freightbidbench_scarce_capacity,13,41,13800.75
freightbidbench_scarce_capacity,13,42,12349.49
freightbidbench_scarce_capacity,13,43,12349.49
freightbidbench_scarce_capacity,13,44,12349.49
freightbidbench_scarce_capacity,13,45,12349.49
freightbidbench_scarce_capacity,13,46,12335.97
freightbidbench_scarce_capacity,13,47,11755.91
freightbidbench_scarce_capacity,13,48,11755.91
freightbidbench_scarce_capacity,13,49,9996.60
freightbidbench_scarce_capacity,13,50,9358.49
freightbidbench_scarce_capacity,13,51,9358.49
freightbidbench_scarce_capacity,13,52,9358.49
freightbidbench_scarce_capacity,13,53,9125.39
freightbidbench_scarce_capacity,13,54,9125.39
freightbidbench_scarce_capacity,13,55,9125.39
freightbidbench_scarce_capacity,13,56,9125.39
freightbidbench_scarce_capacity,13,57,7139.65
freightbidbench_scarce_capacity,13,58,7139.65
freightbidbench_scarce_capacity,13,59,7139.65
freightbidbench_scarce_capacity,13,60,7139.65
freightbidbench_scarce_capacity,13,61,6256.32
freightbidbench_scarce_capacity,13,62,5808.84
freightbidbench_scarce_capacity,13,63,5808.84
freightbidbench_scarce_capacity,13,64,2616.33
freightbidbench_scarce_capacity,13,65,2616.33
freightbidbench_scarce_capacity,13,66,2616.33
freightbidbench_scarce_capacity,13,67,2616.33
freightbidbench_scarce_capacity,13,68,2616.33
freightbidbench_scarce_capacity,13,69,2330.83
freightbidbench_scarce_capacity,13,70,2330.83
freightbidbench_scarce_capacity,13,71,1761.37
freightbidbench_scarce_capacity,13,72,-421.63
freightbidbench_scarce_capacity,17,0,-500.72
freightbidbench_scarce_capacity,17,1,-500.72
freightbidbench_scarce_capacity,17,2,-500.72
freightbidbench_scarce_capacity,17,3,-500.72
freightbidbench_scarce_capacity,17,4,-500.72
freightbidbench_scarce_capacity,17,5,-500.72
freightbidbench_scarce_capacity,17,6,-500.72
freightbidbench_scarce_capacity,17,7,-500.72
freightbidbench_scarce_capacity,17,8,-500.72
freightbidbench_scarce_capacity,17,9,-500.72
freightbidbench_scarce_capacity,17,10,-500.72
freightbidbench_scarce_capacity,17,11,-500.72
freightbidbench_scarce_capacity,17,12,-500.72
freightbidbench_scarce_capacity,17,13,-500.72
freightbidbench_scarce_capacity,17,14,-500.72
freightbidbench_scarce_capacity,17,15,-500.72
freightbidbench_scarce_capacity,17,16,-500.72
freightbidbench_scarce_capacity,17,17,-500.72
freightbidbench_scarce_capacity,17,18,-500.72
freightbidbench_scarce_capacity,17,19,-500.72
freightbidbench_scarce_capacity,17,20,-500.72
freightbidbench_scarce_capacity,17,21,-500.72
freightbidbench_scarce_capacity,17,22,-500.72
freightbidbench_scarce_capacity,17,23,-500.72
freightbidbench_scarce_capacity,17,24,-500.72
freightbidbench_scarce_capacity,17,25,-500.72
freightbidbench_scarce_capacity,17,26,-500.72
freightbidbench_scarce_capacity,17,27,-500.72
freightbidbench_scarce_capacity,17,28,-500.72
freightbidbench_scarce_capacity,17,29,-500.72
freightbidbench_scarce_capacity,17,30,-500.72
freightbidbench_scarce_capacity,17,31,-500.72
freightbidbench_scarce_capacity,17,32,-500.72
freightbidbench_scarce_capacity,17,33,-500.72
freightbidbench_scarce_capacity,17,34,-500.72
freightbidbench_scarce_capacity,17,35,-500.72
freightbidbench_scarce_capacity,17,36,-500.72
freightbidbench_scarce_capacity,17,37,-500.72
freightbidbench_scarce_capacity,17,38,-500.72
freightbidbench_scarce_capacity,17,39,-500.72
freightbidbench_scarce_capacity,17,40,-500.72
freightbidbench_scarce_capacity,17,41,-500.72
freightbidbench_scarce_capacity,17,42,-500.72
freightbidbench_scarce_capacity,17,43,-500.72
freightbidbench_scarce_capacity,17,44,-500.72
freightbidbench_scarce_capacity,17,45,-500.72
freightbidbench_scarce_capacity,17,46,-500.72
freightbidbench_scarce_capacity,17,47,-500.72
freightbidbench_scarce_capacity,17,48,-500.72
freightbidbench_scarce_capacity,17,49,-500.72
freightbidbench_scarce_capacity,17,50,-500.72
freightbidbench_scarce_capacity,17,51,-500.72
freightbidbench_scarce_capacity,17,52,-500.72
freightbidbench_scarce_capacity,17,53,-500.72
freightbidbench_scarce_capacity,17,54,-500.72
freightbidbench_scarce_capacity,17,55,-500.72
freightbidbench_scarce_capacity,17,56,-500.72
freightbidbench_scarce_capacity,17,57,-500.72
freightbidbench_scarce_capacity,17,58,-500.72
freightbidbench_scarce_capacity,17,59,-500.72
freightbidbench_scarce_capacity,17,60,-500.72
freightbidbench_scarce_capacity,17,61,-500.72
freightbidbench_scarce_capacity,17,62,-500.72
freightbidbench_scarce_capacity,17,63,-500.72
freightbidbench_scarce_capacity,17,64,-500.72
freightbidbench_scarce_capacity,17,65,-500.72
freightbidbench_scarce_capacity,17,66,-500.72
freightbidbench_scarce_capacity,17,67,-500.72
freightbidbench_scarce_capacity,17,68,-500.72
freightbidbench_scarce_capacity,17,69,-500.72
freightbidbench_scarce_capacity,17,70,-500.72
freightbidbench_scarce_capacity,17,71,-500.72
freightbidbench_scarce_capacity,17,72,-500.72
freightbidbench_scarce_capacity,24,0,-553.80
freightbidbench_scarce_capacity,24,1,-553.80
freightbidbench_scarce_capacity,24,2,-553.80
freightbidbench_scarce_capacity,24,3,-553.80
freightbidbench_scarce_capacity,24,4,-553.80
freightbidbench_scarce_capacity,24,5,-553.80
freightbidbench_scarce_capacity,24,6,-553.80
freightbidbench_scarce_capacity,24,7,-553.80
freightbidbench_scarce_capacity,24,8,-553.80
freightbidbench_scarce_capacity,24,9,-553.80
freightbidbench_scarce_capacity,24,10,-553.80
freightbidbench_scarce_capacity,24,11,-553.80
freightbidbench_scarce_capacity,24,12,-553.80
freightbidbench_scarce_capacity,24,13,-553.80
freightbidbench_scarce_capacity,24,14,-553.80
freightbidbench_scarce_capacity,24,15,-553.80
freightbidbench_scarce_capacity,24,16,-553.80
freightbidbench_scarce_capacity,24,17,-553.80
freightbidbench_scarce_capacity,24,18,-553.80
freightbidbench_scarce_capacity,24,19,-553.80
freightbidbench_scarce_capacity,24,20,-553.80
freightbidbench_scarce_capacity,24,21,-553.80
freightbidbench_scarce_capacity,24,22,-553.80
freightbidbench_scarce_capacity,24,23,-553.80
freightbidbench_scarce_capacity,24,24,-553.80
freightbidbench_scarce_capacity,24,25,-553.80
freightbidbench_scarce_capacity,24,26,-553.80
freightbidbench_scarce_capacity,24,27,-553.80
freightbidbench_scarce_capacity,24,28,-553.80
freightbidbench_scarce_capacity,24,29,-553.80
freightbidbench_scarce_capacity,24,30,-553.80
freightbidbench_scarce_capacity,24,31,-553.80
freightbidbench_scarce_capacity,24,32,-553.80
freightbidbench_scarce_capacity,24,33,-553.80
freightbidbench_scarce_capacity,24,34,-553.80
freightbidbench_scarce_capacity,24,35,-553.80
freightbidbench_scarce_capacity,24,36,-553.80
freightbidbench_scarce_capacity,24,37,-553.80
freightbidbench_scarce_capacity,24,38,-553.80
freightbidbench_scarce_capacity,24,39,-553.80
freightbidbench_scarce_capacity,24,40,-553.80
freightbidbench_scarce_capacity,24,41,-553.80
freightbidbench_scarce_capacity,24,42,-553.80
freightbidbench_scarce_capacity,24,43,-553.80
freightbidbench_scarce_capacity,24,44,-553.80
freightbidbench_scarce_capacity,24,45,-553.80
freightbidbench_scarce_capacity,24,46,-553.80
freightbidbench_scarce_capacity,24,47,-553.80
freightbidbench_scarce_capacity,24,48,-553.80
freightbidbench_scarce_capacity,24,49,-553.80
freightbidbench_scarce_capacity,24,50,-553.80
freightbidbench_scarce_capacity,24,51,-553.80
freightbidbench_scarce_capacity,24,52,-553.80
freightbidbench_scarce_capacity,24,53,-553.80
freightbidbench_scarce_capacity,24,54,-553.80
freightbidbench_scarce_capacity,24,55,-553.80
freightbidbench_scarce_capacity,24,56,-553.80
freightbidbench_scarce_capacity,24,57,-553.80
freightbidbench_scarce_capacity,24,58,-553.80
freightbidbench_scarce_capacity,24,59,-553.80
freightbidbench_scarce_capacity,24,60,-553.80
freightbidbench_scarce_capacity,24,61,-553.80
freightbidbench_scarce_capacity,24,62,-553.80
freightbidbench_scarce_capacity,24,63,-553.80
freightbidbench_scarce_capacity,24,64,-553.80
freightbidbench_scarce_capacity,24,65,-553.80
freightbidbench_scarce_capacity,24,66,-553.80
freightbidbench_scarce_capacity,24,67,-553.80
freightbidbench_scarce_capacity,24,68,-553.80
freightbidbench_scarce_capacity,24,69,-553.80
freightbidbench_scarce_capacity,24,70,-553.80
freightbidbench_scarce_capacity,24,71,-553.80
freightbidbench_scarce_capacity,24,72,-553.80
freightbidbench_scarce_capacity,25,0,-544.08
freightbidbench_scarce_capacity,25,1,-544.08
freightbidbench_scarce_capacity,25,2,-544.08
freightbidbench_scarce_capacity,25,3,-544.08
freightbidbench_scarce_capacity,25,4,-544.08
freightbidbench_scarce_capacity,25,5,-544.08
freightbidbench_scarce_capacity,25,6,-544.08
freightbidbench_scarce_capacity,25,7,-544.08
freightbidbench_scarce_capacity,25,8,-544.08
freightbidbench_scarce_capacity,25,9,-544.08
freightbidbench_scarce_capacity,25,10,-544.08
freightbidbench_scarce_capacity,25,11,-544.08
freightbidbench_scarce_capacity,25,12,-544.08
freightbidbench_scarce_capacity,25,13,-544.08
freightbidbench_scarce_capacity,25,14,-544.08
freightbidbench_scarce_capacity,25,15,-544.08
freightbidbench_scarce_capacity,25,16,-544.08
freightbidbench_scarce_capacity,25,17,-544.08
freightbidbench_scarce_capacity,25,18,-544.08
freightbidbench_scarce_capacity,25,19,-544.08
freightbidbench_scarce_capacity,25,20,-544.08
freightbidbench_scarce_capacity,25,21,-544.08
freightbidbench_scarce_capacity,25,22,-544.08
freightbidbench_scarce_capacity,25,23,-544.08
freightbidbench_scarce_capacity,25,24,-544.08
freightbidbench_scarce_capacity,25,25,-544.08
freightbidbench_scarce_capacity,25,26,-544.08
freightbidbench_scarce_capacity,25,27,-544.08
freightbidbench_scarce_capacity,25,28,-544.08
freightbidbench_scarce_capacity,25,29,-544.08
freightbidbench_scarce_capacity,25,30,-544.08
freightbidbench_scarce_capacity,25,31,-544.08
freightbidbench_scarce_capacity,25,32,-544.08
freightbidbench_scarce_capacity,25,33,-544.08
freightbidbench_scarce_capacity,25,34,-544.08
freightbidbench_scarce_capacity,25,35,-544.08
freightbidbench_scarce_capacity,25,36,-544.08
freightbidbench_scarce_capacity,25,37,-544.08
freightbidbench_scarce_capacity,25,38,-544.08
freightbidbench_scarce_capacity,25,39,-544.08
freightbidbench_scarce_capacity,25,40,-544.08
freightbidbench_scarce_capacity,25,41,-544.08
freightbidbench_scarce_capacity,25,42,-544.08
freightbidbench_scarce_capacity,25,43,-544.08
freightbidbench_scarce_capacity,25,44,-544.08
freightbidbench_scarce_capacity,25,45,-544.08
freightbidbench_scarce_capacity,25,46,-544.08
freightbidbench_scarce_capacity,25,47,-544.08
freightbidbench_scarce_capacity,25,48,-544.08
freightbidbench_scarce_capacity,25,49,-544.08
freightbidbench_scarce_capacity,25,50,-544.08
freightbidbench_scarce_capacity,25,51,-544.08
freightbidbench_scarce_capacity,25,52,-544.08
freightbidbench_scarce_capacity,25,53,-544.08
freightbidbench_scarce_capacity,25,54,-544.08
freightbidbench_scarce_capacity,25,55,-544.08
freightbidbench_scarce_capacity,25,56,-544.08
freightbidbench_scarce_capacity,25,57,-544.08
freightbidbench_scarce_capacity,25,58,-544.08
freightbidbench_scarce_capacity,25,59,-544.08
freightbidbench_scarce_capacity,25,60,-544.08
freightbidbench_scarce_capacity,25,61,-544.08
freightbidbench_scarce_capacity,25,62,-544.08
freightbidbench_scarce_capacity,25,63,-544.08
freightbidbench_scarce_capacity,25,64,-544.08
freightbidbench_scarce_capacity,25,65,-544.08
freightbidbench_scarce_capacity,25,66,-544.08
freightbidbench_scarce_capacity,25,67,-544.08
freightbidbench_scarce_capacity,25,68,-544.08
freightbidbench_scarce_capacity,25,69,-544.08
freightbidbench_scarce_capacity,25,70,-544.08
freightbidbench_scarce_capacity,25,71,-544.08
freightbidbench_scarce_capacity,25,72,-544.08
freightbidbench_scarce_capacity,36,0,-680.34
