policy,load_id,hour,origin,destination_city,destination_state,margin,score,stage,wants_accept,outcome,latency_ms
myopic_margin,23,1,Texas,Dallas,Texas,1831.78,1831.78,myopic,True,accept,0.000083
myopic_margin,24,1,Texas,Dallas,Texas,1801.89,1801.89,myopic,True,accept,0.000083
myopic_margin,25,1,Texas,Dallas,Texas,2214.34,2214.34,myopic,True,accept,0.000125
myopic_margin,26,1,Texas,Dallas,Texas,2122.42,2122.42,myopic,True,accept,0.000083
myopic_margin,27,1,Texas,Dallas,Texas,2128.27,2128.27,myopic,True,accept,0.000125
myopic_margin,28,1,Texas,Dallas,Texas,2166.54,2166.54,myopic,True,accept,0.000084
myopic_margin,29,2,Georgia,Atlanta,Georgia,3068.51,3068.51,myopic,True,accept,0.000125
myopic_margin,30,2,Texas,Dallas,Texas,1805.06,1805.06,myopic,True,accept,0.000125
myopic_margin,31,2,Texas,Dallas,Texas,2446.17,2446.17,myopic,True,accept,0.000084
myopic_margin,32,2,Texas,Dallas,Texas,2247.44,2247.44,myopic,True,accept,0.000125
myopic_margin,33,2,Texas,Dallas,Texas,1729.88,1729.88,myopic,True,accept,0.000125
myopic_margin,34,2,California,Chicago,Illinois,719.31,719.31,myopic,True,accept,0.000084
myopic_margin,35,2,Texas,Dallas,Texas,2066.17,2066.17,myopic,True,accept,0.000084
myopic_margin,36,2,Texas,Boston,Massachusetts,-92.22,-92.22,myopic,False,reject,0.000166
myopic_margin,37,2,Texas,Dallas,Texas,1946.84,1946.84,myopic,True,accept,0.000125
myopic_margin,38,2,Texas,Dallas,Texas,2042.48,2042.48,myopic,True,accept,0.000125
myopic_margin,39,2,Texas,Dallas,Texas,1820.70,1820.70,myopic,True,accept,0.000083
myopic_margin,40,2,Texas,Dallas,Texas,2083.33,2083.33,myopic,True,accept,0.000084
myopic_margin,41,2,Texas,Dallas,Texas,1787.04,1787.04,myopic,True,accept,0.000083
myopic_margin,42,2,Texas,Dallas,Texas,2576.64,2576.64,myopic,True,accept,0.000084
myopic_margin,43,3,Texas,Dallas,Texas,2013.00,2013.00,myopic,True,accept,0.000125
myopic_margin,44,3,Texas,Dallas,Texas,2061.95,2061.95,myopic,True,accept,0.000084
myopic_margin,45,3,Georgia,Atlanta,Georgia,3379.17,3379.17,myopic,True,accept,0.000084
myopic_margin,46,3,Texas,Dallas,Texas,2223.35,2223.35,myopic,True,accept,0.000084
myopic_margin,47,3,Texas,Dallas,Texas,2432.85,2432.85,myopic,True,accept,0.000083
myopic_margin,48,3,Texas,Dallas,Texas,1910.60,1910.60,myopic,True,accept,0.000083
myopic_margin,49,3,Texas,Dallas,Texas,2168.08,2168.08,myopic,True,accept,0.000125
myopic_margin,50,3,Georgia,Atlanta,Georgia,3551.88,3551.88,myopic,True,accept,0.000083
myopic_margin,51,3,Texas,Dallas,Texas,2489.66,2489.66,myopic,True,accept,0.000083
myopic_margin,52,3,Texas,Dallas,Texas,2379.90,2379.90,myopic,True,accept,0.000083
myopic_margin,53,3,Texas,Dallas,Texas,2248.67,2248.67,myopic,True,accept,0.000167
myopic_margin,54,3,Texas,Dallas,Texas,1747.57,1747.57,myopic,True,accept,0.000083
myopic_margin,55,3,Texas,Dallas,Texas,1933.51,1933.51,myopic,True,accept,0.000084
myopic_margin,56,3,Texas,Dallas,Texas,2261.22,2261.22,myopic,True,accept,0.000125
myopic_margin,57,3,Texas,Dallas,Texas,2182.38,2182.38,myopic,True,accept,0.000083
myopic_margin,58,3,Texas,Dallas,Texas,2174.39,2174.39,myopic,True,accept,0.000084
myopic_margin,59,4,Texas,Dallas,Texas,1994.92,1994.92,myopic,True,accept,0.000084
myopic_margin,60,4,Texas,Dallas,Texas,2129.00,2129.00,myopic,True,no_truck,0.000125
myopic_margin,61,4,Texas,Dallas,Texas,1882.74,1882.74,myopic,True,no_truck,0.000125
myopic_margin,62,4,Texas,Miami,Florida,1544.40,1544.40,myopic,True,no_truck,0.000083
myopic_margin,63,4,Texas,Dallas,Texas,1998.00,1998.00,myopic,True,no_truck,0.000125
myopic_margin,64,4,Texas,Dallas,Texas,1986.36,1986.36,myopic,True,no_truck,0.000084
myopic_margin,65,4,Georgia,Atlanta,Georgia,3309.34,3309.34,myopic,True,accept,0.000083
myopic_margin,66,4,California,Dallas,Texas,518.73,518.73,myopic,True,no_truck,0.000084
myopic_margin,67,4,Texas,Dallas,Texas,1936.26,1936.26,myopic,True,no_truck,0.000125
myopic_margin,68,4,Texas,Dallas,Texas,2254.36,2254.36,myopic,True,no_truck,0.000125
myopic_margin,69,4,California,New York,New York,840.14,840.14,myopic,True,no_truck,0.000125
myopic_margin,70,5,Texas,Dallas,Texas,2326.09,2326.09,myopic,True,no_truck,0.000125
myopic_margin,71,5,Texas,Dallas,Texas,1961.55,1961.55,myopic,True,no_truck,0.000084
myopic_margin,72,5,Texas,Dallas,Texas,2005.01,2005.01,myopic,True,no_truck,0.000083
myopic_margin,73,5,Georgia,Atlanta,Georgia,3047.74,3047.74,myopic,True,accept,0.000125
myopic_margin,74,5,Texas,Dallas,Texas,2201.39,2201.39,myopic,True,no_truck,0.000125
myopic_margin,75,5,Texas,Dallas,Texas,2173.64,2173.64,myopic,True,no_truck,0.000084
myopic_margin,76,5,Texas,Dallas,Texas,1814.18,1814.18,myopic,True,no_truck,0.000125
myopic_margin,77,5,Texas,Dallas,Texas,2031.00,2031.00,myopic,True,no_truck,0.000125
myopic_margin,78,5,California,Philadelphia,Pennsylvania,1279.31,1279.31,myopic,True,no_truck,0.000125
myopic_margin,79,5,Texas,Dallas,Texas,1979.48,1979.48,myopic,True,no_truck,0.000125
myopic_margin,80,5,Texas,Dallas,Texas,2009.67,2009.67,myopic,True,no_truck,0.000125
myopic_margin,81,6,Texas,Dallas,Texas,1766.14,1766.14,myopic,True,accept,0.000125
myopic_margin,82,6,Georgia,Atlanta,Georgia,3264.65,3264.65,myopic,True,accept,0.000125
myopic_margin,83,6,Texas,Dallas,Texas,2048.42,2048.42,myopic,True,accept,0.000125
myopic_margin,84,6,Texas,Dallas,Texas,1792.44,1792.44,myopic,True,accept,0.000083
myopic_margin,85,6,Texas,Dallas,Texas,1614.89,1614.89,myopic,True,accept,0.000125
myopic_margin,86,6,Texas,Dallas,Texas,1978.40,1978.40,myopic,True,accept,0.000084
myopic_margin,87,6,Georgia,Atlanta,Georgia,2954.63,2954.63,myopic,True,accept,0.000084
myopic_margin,88,6,Texas,Dallas,Texas,1744.37,1744.37,myopic,True,accept,0.000125
myopic_margin,89,6,Texas,Dallas,Texas,2267.96,2267.96,myopic,True,accept,0.000083
myopic_margin,90,6,Texas,Dallas,Texas,1957.25,1957.25,myopic,True,accept,0.000084
myopic_margin,91,6,Texas,Dallas,Texas,1404.07,1404.07,myopic,True,accept,0.000125
myopic_margin,92,6,Texas,Dallas,Texas,2012.24,2012.24,myopic,True,accept,0.000125
myopic_margin,93,6,Texas,Dallas,Texas,2002.49,2002.49,myopic,True,accept,0.000084
myopic_margin,94,6,Texas,Dallas,Texas,1710.04,1710.04,myopic,True,accept,0.000083
myopic_margin,95,7,Georgia,Atlanta,Georgia,2691.33,2691.33,myopic,True,accept,0.000084
myopic_margin,96,7,Texas,Dallas,Texas,1911.95,1911.95,myopic,True,accept,0.000083
myopic_margin,97,7,Georgia,Atlanta,Georgia,2973.31,2973.31,myopic,True,accept,0.000125
myopic_margin,98,7,Texas,Dallas,Texas,2350.55,2350.55,myopic,True,accept,0.000084
myopic_margin,99,7,Texas,Dallas,Texas,1682.25,1682.25,myopic,True,accept,0.000125
myopic_margin,100,7,Texas,Dallas,Texas,2078.58,2078.58,myopic,True,accept,0.000083
myopic_margin,101,7,Washington,Dallas,Texas,-1406.87,-1406.87,myopic,False,reject,0.000125
myopic_margin,102,7,Texas,Dallas,Texas,2024.98,2024.98,myopic,True,accept,0.000125
myopic_margin,103,7,Texas,Dallas,Texas,1963.50,1963.50,myopic,True,accept,0.000083
myopic_margin,104,7,Texas,Dallas,Texas,2331.42,2331.42,myopic,True,accept,0.000125
myopic_margin,105,8,Texas,Dallas,Texas,2608.07,2608.07,myopic,True,accept,0.000084
myopic_margin,106,8,Texas,Dallas,Texas,1827.69,1827.69,myopic,True,accept,0.000083
myopic_margin,107,8,Texas,Dallas,Texas,1947.62,1947.62,myopic,True,accept,0.000125
myopic_margin,108,8,Georgia,Atlanta,Georgia,2624.37,2624.37,myopic,True,accept,0.000083
myopic_margin,109,8,Texas,Dallas,Texas,2566.47,2566.47,myopic,True,accept,0.000083
myopic_margin,110,8,Texas,Dallas,Texas,2010.28,2010.28,myopic,True,accept,0.000125
myopic_margin,111,8,Texas,Dallas,Texas,2097.79,2097.79,myopic,True,accept,0.000084
myopic_margin,112,8,Texas,Dallas,Texas,1993.13,1993.13,myopic,True,accept,0.000125
myopic_margin,113,8,Texas,Dallas,Texas,2082.66,2082.66,myopic,True,accept,0.000125
myopic_margin,114,8,Texas,Dallas,Texas,2443.07,2443.07,myopic,True,accept,0.000084
myopic_margin,115,8,Texas,Dallas,Texas,1988.17,1988.17,myopic,True,accept,0.000083
myopic_margin,116,8,Georgia,Atlanta,Georgia,3151.34,3151.34,myopic,True,accept,0.000083
myopic_margin,117,8,Texas,Dallas,Texas,2290.38,2290.38,myopic,True,accept,0.000083
myopic_margin,118,8,Texas,Dallas,Texas,2092.98,2092.98,myopic,True,accept,0.000083
myopic_margin,119,8,Texas,Dallas,Texas,2367.44,2367.44,myopic,True,accept,0.000125
myopic_margin,120,9,Texas,Dallas,Texas,1760.74,1760.74,myopic,True,accept,0.000084
myopic_margin,121,9,Texas,Los Angeles,California,-875.20,-875.20,myopic,False,reject,0.000083
myopic_margin,122,9,Georgia,Atlanta,Georgia,2859.45,2859.45,myopic,True,accept,0.000125
myopic_margin,123,9,Texas,Dallas,Texas,2144.73,2144.73,myopic,True,accept,0.000125
myopic_margin,124,9,Texas,Dallas,Texas,2158.14,2158.14,myopic,True,accept,0.000083
myopic_margin,125,9,Texas,Dallas,Texas,2010.69,2010.69,myopic,True,accept,0.000083
myopic_margin,126,9,Texas,Dallas,Texas,2065.29,2065.29,myopic,True,accept,0.000084
myopic_margin,127,9,Texas,Dallas,Texas,2161.60,2161.60,myopic,True,accept,0.000083
myopic_margin,128,9,California,Philadelphia,Pennsylvania,554.96,554.96,myopic,True,no_truck,0.000084
myopic_margin,129,9,Texas,Dallas,Texas,2063.57,2063.57,myopic,True,accept,0.000125
myopic_margin,130,9,Texas,Dallas,Texas,1971.42,1971.42,myopic,True,accept,0.000125
myopic_margin,131,9,Texas,Dallas,Texas,2016.66,2016.66,myopic,True,accept,0.000125
myopic_margin,132,9,Texas,Dallas,Texas,1894.06,1894.06,myopic,True,accept,0.000084
myopic_margin,133,9,Texas,Dallas,Texas,2304.58,2304.58,myopic,True,accept,0.000125
myopic_margin,134,9,Texas,Dallas,Texas,2562.66,2562.66,myopic,True,accept,0.000125
myopic_margin,135,9,Georgia,Miami,Florida,2074.47,2074.47,myopic,True,accept,0.000125
myopic_margin,136,10,Texas,Dallas,Texas,2642.42,2642.42,myopic,True,accept,0.000125
myopic_margin,137,10,Texas,Dallas,Texas,2129.75,2129.75,myopic,True,accept,0.000125
myopic_margin,138,10,Texas,Dallas,Texas,1697.51,1697.51,myopic,True,accept,0.000083
myopic_margin,139,10,Texas,Dallas,Texas,2172.05,2172.05,myopic,True,accept,0.000084
myopic_margin,140,10,Texas,Dallas,Texas,1855.45,1855.45,myopic,True,accept,0.000083
myopic_margin,141,10,Texas,Dallas,Texas,1818.99,1818.99,myopic,True,accept,0.000084
myopic_margin,142,10,Texas,Dallas,Texas,1958.15,1958.15,myopic,True,accept,0.000084
myopic_margin,143,10,Georgia,Atlanta,Georgia,2908.56,2908.56,myopic,True,accept,0.000083
myopic_margin,144,10,Texas,Dallas,Texas,2176.70,2176.70,myopic,True,accept,0.000125
myopic_margin,145,10,Texas,Dallas,Texas,1738.05,1738.05,myopic,True,accept,0.000083
myopic_margin,146,10,Texas,Dallas,Texas,2364.69,2364.69,myopic,True,no_truck,0.000083
myopic_margin,147,10,Georgia,Miami,Florida,2343.38,2343.38,myopic,True,accept,0.000084
myopic_margin,148,10,Texas,Dallas,Texas,1864.89,1864.89,myopic,True,no_truck,0.000125
myopic_margin,149,10,Georgia,Atlanta,Georgia,3073.07,3073.07,myopic,True,accept,0.000125
myopic_margin,150,10,Texas,Dallas,Texas,1756.40,1756.40,myopic,True,no_truck,0.000084
myopic_margin,151,10,California,Philadelphia,Pennsylvania,2044.71,2044.71,myopic,True,no_truck,0.000084
myopic_margin,152,11,Georgia,Atlanta,Georgia,3186.53,3186.53,myopic,True,accept,0.000084
myopic_margin,153,11,Texas,Dallas,Texas,1894.97,1894.97,myopic,True,no_truck,0.000083
myopic_margin,154,11,Texas,Dallas,Texas,1692.29,1692.29,myopic,True,no_truck,0.000083
myopic_margin,155,11,Texas,Dallas,Texas,2199.27,2199.27,myopic,True,no_truck,0.000084
myopic_margin,156,11,Georgia,Atlanta,Georgia,2802.96,2802.96,myopic,True,accept,0.000125
myopic_margin,157,11,Texas,Dallas,Texas,2030.66,2030.66,myopic,True,no_truck,0.000083
myopic_margin,158,11,Texas,Dallas,Texas,1932.02,1932.02,myopic,True,no_truck,0.000125
myopic_margin,159,11,Georgia,Atlanta,Georgia,3134.14,3134.14,myopic,True,accept,0.000125
myopic_margin,160,11,Georgia,Atlanta,Georgia,2984.11,2984.11,myopic,True,accept,0.000083
myopic_margin,161,11,Georgia,Atlanta,Georgia,2676.52,2676.52,myopic,True,accept,0.000083
myopic_margin,162,11,Texas,Dallas,Texas,1727.19,1727.19,myopic,True,no_truck,0.000083
myopic_margin,163,12,Georgia,Atlanta,Georgia,2712.76,2712.76,myopic,True,accept,0.000125
myopic_margin,164,12,Texas,Dallas,Texas,1867.75,1867.75,myopic,True,accept,0.000083
myopic_margin,165,12,Texas,Dallas,Texas,1819.09,1819.09,myopic,True,accept,0.000125
myopic_margin,166,12,Texas,Dallas,Texas,1936.70,1936.70,myopic,True,accept,0.000084
myopic_margin,167,12,Texas,Dallas,Texas,2257.89,2257.89,myopic,True,accept,0.000125
myopic_margin,168,12,Texas,Dallas,Texas,1921.25,1921.25,myopic,True,accept,0.000125
myopic_margin,169,12,Texas,Dallas,Texas,2007.94,2007.94,myopic,True,accept,0.000084
myopic_margin,170,12,Texas,Dallas,Texas,1956.66,1956.66,myopic,True,accept,0.000083
myopic_margin,171,12,Texas,Dallas,Texas,1710.48,1710.48,myopic,True,accept,0.000083
myopic_margin,172,12,Texas,Dallas,Texas,2059.60,2059.60,myopic,True,accept,0.000083
myopic_margin,173,12,Texas,Dallas,Texas,2347.57,2347.57,myopic,True,accept,0.000125
myopic_margin,174,12,Texas,Dallas,Texas,1869.95,1869.95,myopic,True,accept,0.000125
myopic_margin,175,13,Texas,Dallas,Texas,2400.97,2400.97,myopic,True,accept,0.000083
myopic_margin,176,13,Texas,Dallas,Texas,1929.92,1929.92,myopic,True,accept,0.000125
myopic_margin,177,13,Texas,Dallas,Texas,2017.05,2017.05,myopic,True,accept,0.000125
myopic_margin,178,13,Texas,Dallas,Texas,1967.75,1967.75,myopic,True,accept,0.000125
myopic_margin,179,13,Arizona,Los Angeles,California,439.68,439.68,myopic,True,accept,0.000083
myopic_margin,180,13,Texas,Dallas,Texas,1659.67,1659.67,myopic,True,accept,0.000083
myopic_margin,181,13,Texas,Dallas,Texas,2306.66,2306.66,myopic,True,accept,0.000083
myopic_margin,182,13,Texas,Dallas,Texas,2217.27,2217.27,myopic,True,accept,0.000083
myopic_margin,183,13,Texas,Dallas,Texas,2279.45,2279.45,myopic,True,accept,0.000083
myopic_margin,184,13,Texas,Dallas,Texas,2032.72,2032.72,myopic,True,no_truck,0.000125
myopic_margin,185,13,Texas,Dallas,Texas,1853.36,1853.36,myopic,True,no_truck,0.000084
myopic_margin,186,13,Texas,Dallas,Texas,2260.10,2260.10,myopic,True,no_truck,0.000125
myopic_margin,187,13,Texas,Dallas,Texas,2114.38,2114.38,myopic,True,no_truck,0.000125
myopic_margin,188,14,Texas,Dallas,Texas,1793.69,1793.69,myopic,True,accept,0.000083
myopic_margin,189,14,Texas,Dallas,Texas,1845.90,1845.90,myopic,True,accept,0.000084
myopic_margin,190,14,California,Chicago,Illinois,-685.70,-685.70,myopic,False,reject,0.000083
myopic_margin,191,14,Texas,Dallas,Texas,1910.51,1910.51,myopic,True,accept,0.000125
myopic_margin,192,14,Texas,Dallas,Texas,2211.82,2211.82,myopic,True,accept,0.000083
myopic_margin,193,14,Georgia,Atlanta,Georgia,2993.02,2993.02,myopic,True,accept,0.000125
myopic_margin,194,14,Texas,Dallas,Texas,2040.03,2040.03,myopic,True,accept,0.000125
myopic_margin,195,14,Texas,Dallas,Texas,2388.87,2388.87,myopic,True,accept,0.000125
myopic_margin,196,14,Texas,Dallas,Texas,1794.85,1794.85,myopic,True,accept,0.000166
myopic_margin,197,14,Texas,Dallas,Texas,2317.46,2317.46,myopic,True,accept,0.000125
myopic_margin,198,14,Texas,Dallas,Texas,2065.16,2065.16,myopic,True,accept,0.000083
myopic_margin,199,14,Georgia,Atlanta,Georgia,3101.19,3101.19,myopic,True,accept,0.000084
myopic_margin,200,14,Texas,Dallas,Texas,1996.44,1996.44,myopic,True,accept,0.000083
myopic_margin,201,14,Georgia,Atlanta,Georgia,2920.54,2920.54,myopic,True,accept,0.000083
myopic_margin,202,15,Georgia,Atlanta,Georgia,2507.32,2507.32,myopic,True,accept,0.000083
myopic_margin,203,15,Texas,Dallas,Texas,2298.11,2298.11,myopic,True,accept,0.000084
myopic_margin,204,15,Texas,Dallas,Texas,2346.07,2346.07,myopic,True,accept,0.000083
myopic_margin,205,15,Texas,Dallas,Texas,2533.90,2533.90,myopic,True,accept,0.000083
myopic_margin,206,15,Texas,Dallas,Texas,1895.87,1895.87,myopic,True,accept,0.000084
myopic_margin,207,15,Texas,Dallas,Texas,2228.32,2228.32,myopic,True,accept,0.000083
myopic_margin,208,15,Texas,Dallas,Texas,2055.29,2055.29,myopic,True,accept,0.000084
myopic_margin,209,15,California,Seattle,Washington,1007.46,1007.46,myopic,True,no_truck,0.000083
myopic_margin,210,15,Texas,Dallas,Texas,2280.19,2280.19,myopic,True,accept,0.000125
myopic_margin,211,15,Texas,Dallas,Texas,1529.92,1529.92,myopic,True,accept,0.000125
myopic_margin,212,15,Texas,Dallas,Texas,1944.13,1944.13,myopic,True,accept,0.000083
myopic_margin,213,15,Texas,Dallas,Texas,2255.97,2255.97,myopic,True,accept,0.000083
myopic_margin,214,16,Texas,Dallas,Texas,2013.24,2013.24,myopic,True,accept,0.000166
myopic_margin,215,16,Texas,Dallas,Texas,2267.93,2267.93,myopic,True,accept,0.000083
myopic_margin,216,16,Texas,Dallas,Texas,1635.39,1635.39,myopic,True,accept,0.000167
myopic_margin,217,16,Texas,Dallas,Texas,1540.13,1540.13,myopic,True,accept,0.000125
myopic_margin,218,16,Georgia,Atlanta,Georgia,3345.81,3345.81,myopic,True,accept,0.000084
myopic_margin,219,16,Texas,Dallas,Texas,2517.01,2517.01,myopic,True,accept,0.000125
myopic_margin,220,16,Georgia,Atlanta,Georgia,2380.08,2380.08,myopic,True,accept,0.000083
myopic_margin,221,16,Texas,Dallas,Texas,2165.32,2165.32,myopic,True,accept,0.000084
myopic_margin,222,16,Georgia,Atlanta,Georgia,3244.42,3244.42,myopic,True,accept,0.000084
myopic_margin,223,16,Texas,Dallas,Texas,1934.10,1934.10,myopic,True,accept,0.000125
myopic_margin,224,16,Texas,Dallas,Texas,2194.82,2194.82,myopic,True,accept,0.000125
myopic_margin,225,16,Texas,Dallas,Texas,2154.40,2154.40,myopic,True,accept,0.000084
myopic_margin,226,16,Texas,Dallas,Texas,1784.20,1784.20,myopic,True,accept,0.000083
myopic_margin,227,16,Texas,Dallas,Texas,2177.71,2177.71,myopic,True,accept,0.000083
myopic_margin,228,16,Georgia,Atlanta,Georgia,2780.83,2780.83,myopic,True,accept,0.000125
myopic_margin,229,17,Texas,Dallas,Texas,2208.11,2208.11,myopic,True,accept,0.000083
myopic_margin,230,17,Texas,Dallas,Texas,2008.35,2008.35,myopic,True,accept,0.000083
myopic_margin,231,17,Texas,Dallas,Texas,2111.17,2111.17,myopic,True,accept,0.000167
myopic_margin,232,17,Texas,Dallas,Texas,2564.33,2564.33,myopic,True,no_truck,0.000083
myopic_margin,233,17,Texas,Dallas,Texas,2253.92,2253.92,myopic,True,no_truck,0.000083
myopic_margin,234,17,Georgia,Miami,Florida,2166.60,2166.60,myopic,True,accept,0.000084
myopic_margin,235,17,Texas,Dallas,Texas,2183.82,2183.82,myopic,True,no_truck,0.000125
myopic_margin,236,17,Texas,Dallas,Texas,1847.40,1847.40,myopic,True,no_truck,0.000125
myopic_margin,237,17,Texas,Dallas,Texas,2354.72,2354.72,myopic,True,no_truck,0.000125
myopic_margin,238,17,Georgia,Atlanta,Georgia,3089.10,3089.10,myopic,True,accept,0.000084
myopic_margin,239,17,Georgia,Atlanta,Georgia,2870.75,2870.75,myopic,True,accept,0.000125
myopic_margin,240,17,Texas,Dallas,Texas,2700.98,2700.98,myopic,True,no_truck,0.000084
myopic_margin,241,17,Texas,Dallas,Texas,1852.98,1852.98,myopic,True,no_truck,0.000125
myopic_margin,242,17,Texas,Dallas,Texas,2097.22,2097.22,myopic,True,no_truck,0.000083
myopic_margin,243,18,Texas,Dallas,Texas,2163.44,2163.44,myopic,True,accept,0.000083
myopic_margin,244,18,Texas,Dallas,Texas,1927.36,1927.36,myopic,True,accept,0.000083
myopic_margin,245,18,Texas,Dallas,Texas,1931.20,1931.20,myopic,True,accept,0.000125
myopic_margin,246,18,Georgia,Atlanta,Georgia,2890.91,2890.91,myopic,True,accept,0.000125
myopic_margin,247,18,Texas,Dallas,Texas,2035.40,2035.40,myopic,True,accept,0.000125
myopic_margin,248,18,Texas,Dallas,Texas,2131.06,2131.06,myopic,True,accept,0.000083
myopic_margin,249,18,Georgia,Atlanta,Georgia,2900.77,2900.77,myopic,True,no_truck,0.000083
myopic_margin,250,18,Texas,Dallas,Texas,2236.39,2236.39,myopic,True,accept,0.000083
myopic_margin,251,18,Georgia,Atlanta,Georgia,2800.74,2800.74,myopic,True,no_truck,0.000084
myopic_margin,252,18,Texas,Dallas,Texas,1850.88,1850.88,myopic,True,accept,0.000125
myopic_margin,253,18,Texas,Dallas,Texas,2113.00,2113.00,myopic,True,accept,0.000083
myopic_margin,254,18,Texas,Dallas,Texas,1710.71,1710.71,myopic,True,accept,0.000125
myopic_margin,255,18,Texas,Dallas,Texas,1903.91,1903.91,myopic,True,accept,0.000125
myopic_margin,256,18,Texas,Dallas,Texas,2142.80,2142.80,myopic,True,accept,0.000125
myopic_margin,257,18,Texas,Dallas,Texas,2421.74,2421.74,myopic,True,no_truck,0.000166
myopic_margin,258,19,Texas,Dallas,Texas,1834.97,1834.97,myopic,True,accept,0.000167
myopic_margin,259,19,Texas,Dallas,Texas,2033.05,2033.05,myopic,True,accept,0.000125
myopic_margin,260,19,Texas,Dallas,Texas,2365.15,2365.15,myopic,True,accept,0.000125
myopic_margin,261,19,Texas,Dallas,Texas,2032.19,2032.19,myopic,True,accept,0.000084
myopic_margin,262,19,Texas,Dallas,Texas,1789.70,1789.70,myopic,True,accept,0.000084
myopic_margin,263,19,Texas,Dallas,Texas,1788.82,1788.82,myopic,True,accept,0.000083
myopic_margin,264,19,Georgia,Atlanta,Georgia,3232.97,3232.97,myopic,True,accept,0.000125
myopic_margin,265,19,California,Chicago,Illinois,867.17,867.17,myopic,True,no_truck,0.000083
myopic_margin,266,19,Texas,Dallas,Texas,1737.86,1737.86,myopic,True,accept,0.000083
myopic_margin,267,19,Texas,Dallas,Texas,2255.68,2255.68,myopic,True,accept,0.000125
myopic_margin,268,19,Georgia,Atlanta,Georgia,2591.48,2591.48,myopic,True,accept,0.000083
myopic_margin,269,19,Texas,Dallas,Texas,2073.25,2073.25,myopic,True,no_truck,0.000125
myopic_margin,270,19,Georgia,Atlanta,Georgia,2472.75,2472.75,myopic,True,accept,0.000125
myopic_margin,271,19,Texas,Dallas,Texas,1788.46,1788.46,myopic,True,no_truck,0.000083
myopic_margin,272,19,Texas,Dallas,Texas,2339.07,2339.07,myopic,True,no_truck,0.000125
myopic_margin,273,20,Texas,Dallas,Texas,1994.24,1994.24,myopic,True,accept,0.000084
myopic_margin,274,20,Texas,Dallas,Texas,1912.44,1912.44,myopic,True,accept,0.000084
myopic_margin,275,20,Georgia,Atlanta,Georgia,3004.49,3004.49,myopic,True,accept,0.000084
myopic_margin,276,20,Georgia,Atlanta,Georgia,2652.67,2652.67,myopic,True,no_truck,0.000167
myopic_margin,277,20,Texas,Dallas,Texas,2291.64,2291.64,myopic,True,accept,0.000125
myopic_margin,278,20,Georgia,Atlanta,Georgia,2835.21,2835.21,myopic,True,no_truck,0.000125
myopic_margin,279,20,Texas,Dallas,Texas,2395.08,2395.08,myopic,True,accept,0.000083
myopic_margin,280,20,Texas,Dallas,Texas,2466.85,2466.85,myopic,True,accept,0.000125
myopic_margin,281,20,Texas,Dallas,Texas,1746.02,1746.02,myopic,True,accept,0.000125
myopic_margin,282,20,Georgia,Atlanta,Georgia,2894.85,2894.85,myopic,True,no_truck,0.000125
myopic_margin,283,20,Texas,Dallas,Texas,2085.39,2085.39,myopic,True,accept,0.000125
