load_id,origin_state,origin_name,destination_state,destination_name,destination_city,availability,distance_miles,price,cost,immediate_margin,origin_value,destination_value,opportunity_delta,value_adjusted_margin,myopic_accept,value_accept,case_type
1984,06,California,48,Texas,Dallas,Adequate,1453.62,4761.67,4247.46,514.21,-136.93,1864.89,2001.82,2516.03,True,True,agree_accept
2010,06,California,48,Texas,Dallas,Adequate,1453.62,4530.44,4247.46,282.98,-136.93,1864.89,2001.82,2284.80,True,True,agree_accept
2425,06,California,48,Texas,Dallas,Adequate,1453.62,4916.27,4247.46,668.81,-136.93,1864.89,2001.82,2670.63,True,True,agree_accept
2609,06,California,48,Texas,Dallas,Adequate,1453.62,5091.60,4247.46,844.14,-136.93,1864.89,2001.82,2845.96,True,True,agree_accept
2626,06,California,48,Texas,Dallas,Adequate,1453.62,5320.74,4247.46,1073.27,-136.93,1864.89,2001.82,3075.09,True,True,agree_accept
2630,06,California,48,Texas,Dallas,Slight Shortage,1453.62,5190.92,4247.46,943.46,-136.93,1864.89,2001.82,2945.28,True,True,agree_accept
3021,06,California,48,Texas,Dallas,Slight Shortage,1453.62,4807.07,4247.46,559.60,-136.93,1864.89,2001.82,2561.42,True,True,agree_accept
3502,06,California,48,Texas,Dallas,Adequate,1453.62,5077.47,4247.46,830.00,-136.93,1864.89,2001.82,2831.82,True,True,agree_accept
3513,06,California,48,Texas,Dallas,Adequate,1453.62,4727.68,4247.46,480.21,-136.93,1864.89,2001.82,2482.03,True,True,agree_accept
4423,06,California,48,Texas,Dallas,Slight Shortage,1453.62,5229.29,4247.46,981.83,-136.93,1864.89,2001.82,2983.65,True,True,agree_accept
4802,06,California,48,Texas,Dallas,Adequate,1453.62,4678.06,4247.46,430.60,-136.93,1864.89,2001.82,2432.42,True,True,agree_accept
165,06,California,48,Texas,Dallas,Adequate,1453.62,5330.99,4247.46,1083.53,-136.93,1864.89,2001.82,3085.35,True,True,agree_accept
924,06,California,48,Texas,Dallas,Adequate,1453.62,5061.24,4247.46,813.78,-136.93,1864.89,2001.82,2815.60,True,True,agree_accept
936,06,California,48,Texas,Dallas,Slight Shortage,1453.62,4521.76,4247.46,274.30,-136.93,1864.89,2001.82,2276.12,True,True,agree_accept
1529,06,California,48,Texas,Dallas,Slight Shortage,1453.62,5482.87,4247.46,1235.41,-136.93,1864.89,2001.82,3237.23,True,True,agree_accept
3318,06,California,48,Texas,Dallas,Adequate,1453.62,4512.24,4247.46,264.78,-136.93,1864.89,2001.82,2266.60,True,True,agree_accept
3621,06,California,48,Texas,Dallas,Slight Shortage,1453.62,5071.98,4247.46,824.51,-136.93,1864.89,2001.82,2826.33,True,True,agree_accept
4322,06,California,48,Texas,Dallas,Adequate,1453.62,4581.81,4247.46,334.34,-136.93,1864.89,2001.82,2336.16,True,True,agree_accept
4360,06,California,48,Texas,Dallas,Adequate,1453.62,4367.53,4247.46,120.07,-136.93,1864.89,2001.82,2121.89,True,True,agree_accept
4659,06,California,48,Texas,Dallas,Adequate,1453.62,5010.99,4247.46,763.53,-136.93,1864.89,2001.82,2765.35,True,True,agree_accept
4834,06,California,48,Texas,Dallas,Adequate,1453.62,4775.95,4247.46,528.49,-136.93,1864.89,2001.82,2530.31,True,True,agree_accept
574,06,California,48,Texas,Dallas,Slight Shortage,1453.62,4816.53,4247.46,569.07,-136.93,1864.89,2001.82,2570.89,True,True,agree_accept
1099,06,California,48,Texas,Dallas,Adequate,1453.62,5067.10,4247.46,819.63,-136.93,1864.89,2001.82,2821.45,True,True,agree_accept
1116,06,California,48,Texas,Dallas,Slight Shortage,1453.62,4864.63,4247.46,617.17,-136.93,1864.89,2001.82,2618.99,True,True,agree_accept
1558,06,California,48,Texas,Dallas,Slight Shortage,1453.62,5085.30,4247.46,837.84,-136.93,1864.89,2001.82,2839.66,True,True,agree_accept
2435,06,California,48,Texas,Dallas,Adequate,1453.62,5213.38,4247.46,965.92,-136.93,1864.89,2001.82,2967.74,True,True,agree_accept
2565,06,California,48,Texas,Dallas,Adequate,1453.62,4992.61,4247.46,745.15,-136.93,1864.89,2001.82,2746.97,True,True,agree_accept
2615,06,California,48,Texas,Dallas,Slight Shortage,1453.62,5832.09,4247.46,1584.63,-136.93,1864.89,2001.82,3586.45,True,True,agree_accept
4130,06,California,48,Texas,Dallas,Slight Shortage,1453.62,5296.36,4247.46,1048.90,-136.93,1864.89,2001.82,3050.72,True,True,agree_accept
998,06,California,48,Texas,Dallas,Adequate,1453.62,5582.51,4247.46,1335.05,-136.93,1864.89,2001.82,3336.86,True,True,agree_accept
1957,06,California,48,Texas,Dallas,Slight Shortage,1453.62,4991.60,4247.46,744.14,-136.93,1864.89,2001.82,2745.95,True,True,agree_accept
689,13,Georgia,12,Florida,Miami,Adequate,298.16,3821.95,1069.93,2752.01,-707.04,-2500.00,-1792.96,959.05,True,True,agree_accept
135,13,Georgia,12,Florida,Miami,Adequate,298.16,3785.98,1069.93,2716.05,-707.04,-2500.00,-1792.96,923.09,True,True,agree_accept
202,13,Georgia,12,Florida,Miami,Adequate,298.16,3681.16,1069.93,2611.23,-707.04,-2500.00,-1792.96,818.27,True,True,agree_accept
587,13,Georgia,12,Florida,Miami,Adequate,298.16,3142.37,1069.93,2072.44,-707.04,-2500.00,-1792.96,279.48,True,True,agree_accept
698,13,Georgia,12,Florida,Miami,Adequate,298.16,3172.00,1069.93,2102.07,-707.04,-2500.00,-1792.96,309.11,True,True,agree_accept
707,13,Georgia,12,Florida,Miami,Adequate,298.16,3601.69,1069.93,2531.75,-707.04,-2500.00,-1792.96,738.79,True,True,agree_accept
742,13,Georgia,12,Florida,Miami,Adequate,298.16,3912.83,1069.93,2842.90,-707.04,-2500.00,-1792.96,1049.94,True,True,agree_accept
946,13,Georgia,12,Florida,Miami,Adequate,298.16,3881.81,1069.93,2811.88,-707.04,-2500.00,-1792.96,1018.92,True,True,agree_accept
1372,13,Georgia,12,Florida,Miami,Adequate,298.16,3583.82,1069.93,2513.88,-707.04,-2500.00,-1792.96,720.92,True,True,agree_accept
1418,13,Georgia,12,Florida,Miami,Adequate,298.16,3764.57,1069.93,2694.64,-707.04,-2500.00,-1792.96,901.68,True,True,agree_accept
1435,13,Georgia,12,Florida,Miami,Adequate,298.16,3435.33,1069.93,2365.39,-707.04,-2500.00,-1792.96,572.43,True,True,agree_accept
1480,13,Georgia,12,Florida,Miami,Adequate,298.16,3874.18,1069.93,2804.25,-707.04,-2500.00,-1792.96,1011.29,True,True,agree_accept
1927,13,Georgia,12,Florida,Miami,Adequate,298.16,3479.16,1069.93,2409.23,-707.04,-2500.00,-1792.96,616.27,True,True,agree_accept
2354,13,Georgia,12,Florida,Miami,Adequate,298.16,3401.18,1069.93,2331.25,-707.04,-2500.00,-1792.96,538.29,True,True,agree_accept
2394,13,Georgia,12,Florida,Miami,Adequate,298.16,3026.26,1069.93,1956.33,-707.04,-2500.00,-1792.96,163.37,True,True,agree_accept
3027,13,Georgia,12,Florida,Miami,Adequate,298.16,3492.74,1069.93,2422.81,-707.04,-2500.00,-1792.96,629.85,True,True,agree_accept
3052,13,Georgia,12,Florida,Miami,Adequate,298.16,3603.32,1069.93,2533.39,-707.04,-2500.00,-1792.96,740.43,True,True,agree_accept
3171,13,Georgia,12,Florida,Miami,Adequate,298.16,3549.60,1069.93,2479.67,-707.04,-2500.00,-1792.96,686.71,True,True,agree_accept
3515,13,Georgia,12,Florida,Miami,Adequate,298.16,3684.25,1069.93,2614.31,-707.04,-2500.00,-1792.96,821.35,True,True,agree_accept
3546,13,Georgia,12,Florida,Miami,Adequate,298.16,3555.00,1069.93,2485.07,-707.04,-2500.00,-1792.96,692.11,True,True,agree_accept
3581,13,Georgia,12,Florida,Miami,Adequate,298.16,3106.32,1069.93,2036.39,-707.04,-2500.00,-1792.96,243.43,True,True,agree_accept
3657,13,Georgia,12,Florida,Miami,Adequate,298.16,3136.83,1069.93,2066.90,-707.04,-2500.00,-1792.96,273.94,True,True,agree_accept
3685,13,Georgia,12,Florida,Miami,Adequate,298.16,3045.41,1069.93,1975.47,-707.04,-2500.00,-1792.96,182.51,True,True,agree_accept
3804,13,Georgia,12,Florida,Miami,Adequate,298.16,4033.08,1069.93,2963.15,-707.04,-2500.00,-1792.96,1170.19,True,True,agree_accept
3878,13,Georgia,12,Florida,Miami,Adequate,298.16,3594.24,1069.93,2524.31,-707.04,-2500.00,-1792.96,731.35,True,True,agree_accept
3997,13,Georgia,12,Florida,Miami,Adequate,298.16,3961.18,1069.93,2891.25,-707.04,-2500.00,-1792.96,1098.29,True,True,agree_accept
4184,13,Georgia,12,Florida,Miami,Adequate,298.16,4150.58,1069.93,3080.65,-707.04,-2500.00,-1792.96,1287.69,True,True,agree_accept
4188,13,Georgia,12,Florida,Miami,Adequate,298.16,3672.53,1069.93,2602.60,-707.04,-2500.00,-1792.96,809.64,True,True,agree_accept
4260,13,Georgia,12,Florida,Miami,Adequate,298.16,3382.13,1069.93,2312.19,-707.04,-2500.00,-1792.96,519.23,True,True,agree_accept
4293,13,Georgia,12,Florida,Miami,Adequate,298.16,3894.46,1069.93,2824.52,-707.04,-2500.00,-1792.96,1031.56,True,True,agree_accept
4302,13,Georgia,12,Florida,Miami,Adequate,298.16,3572.08,1069.93,2502.15,-707.04,-2500.00,-1792.96,709.19,True,True,agree_accept
4419,13,Georgia,12,Florida,Miami,Adequate,298.16,3689.54,1069.93,2619.61,-707.04,-2500.00,-1792.96,826.65,True,True,agree_accept
4501,13,Georgia,12,Florida,Miami,Adequate,298.16,3028.63,1069.93,1958.70,-707.04,-2500.00,-1792.96,165.74,True,True,agree_accept
4552,13,Georgia,12,Florida,Miami,Adequate,298.16,3122.79,1069.93,2052.86,-707.04,-2500.00,-1792.96,259.90,True,True,agree_accept
4705,13,Georgia,12,Florida,Miami,Adequate,298.16,3758.02,1069.93,2688.09,-707.04,-2500.00,-1792.96,895.13,True,True,agree_accept
4901,13,Georgia,12,Florida,Miami,Adequate,298.16,3846.77,1069.93,2776.84,-707.04,-2500.00,-1792.96,983.88,True,True,agree_accept
217,13,Georgia,12,Florida,Miami,Adequate,298.16,4149.28,1069.93,3079.35,-707.04,-2500.00,-1792.96,1286.39,True,True,agree_accept
357,13,Georgia,12,Florida,Miami,Adequate,298.16,3515.91,1069.93,2445.97,-707.04,-2500.00,-1792.96,653.01,True,True,agree_accept
700,13,Georgia,12,Florida,Miami,Adequate,298.16,3935.36,1069.93,2865.43,-707.04,-2500.00,-1792.96,1072.47,True,True,agree_accept
849,13,Georgia,12,Florida,Miami,Adequate,298.16,3694.34,1069.93,2624.41,-707.04,-2500.00,-1792.96,831.45,True,True,agree_accept
1019,13,Georgia,12,Florida,Miami,Adequate,298.16,3627.34,1069.93,2557.41,-707.04,-2500.00,-1792.96,764.45,True,True,agree_accept
1091,13,Georgia,12,Florida,Miami,Adequate,298.16,3684.92,1069.93,2614.99,-707.04,-2500.00,-1792.96,822.03,True,True,agree_accept
1735,13,Georgia,12,Florida,Miami,Adequate,298.16,3292.32,1069.93,2222.39,-707.04,-2500.00,-1792.96,429.43,True,True,agree_accept
2272,13,Georgia,12,Florida,Miami,Adequate,298.16,3368.10,1069.93,2298.16,-707.04,-2500.00,-1792.96,505.20,True,True,agree_accept
2322,13,Georgia,12,Florida,Miami,Adequate,298.16,3747.59,1069.93,2677.66,-707.04,-2500.00,-1792.96,884.70,True,True,agree_accept
2478,13,Georgia,12,Florida,Miami,Adequate,298.16,3809.34,1069.93,2739.41,-707.04,-2500.00,-1792.96,946.45,True,True,agree_accept
3793,13,Georgia,12,Florida,Miami,Adequate,298.16,4150.84,1069.93,3080.91,-707.04,-2500.00,-1792.96,1287.95,True,True,agree_accept
4574,13,Georgia,12,Florida,Miami,Adequate,298.16,3739.63,1069.93,2669.70,-707.04,-2500.00,-1792.96,876.74,True,True,agree_accept
2180,13,Georgia,12,Florida,Miami,Adequate,298.16,3853.07,1069.93,2783.13,-707.04,-2500.00,-1792.96,990.18,True,True,agree_accept
3797,13,Georgia,12,Florida,Miami,Adequate,298.16,3764.76,1069.93,2694.82,-707.04,-2500.00,-1792.96,901.87,True,True,agree_accept
1473,13,Georgia,12,Florida,Miami,Adequate,298.16,3755.59,1069.93,2685.65,-707.04,-2500.00,-1792.96,892.70,True,True,agree_accept
3424,13,Georgia,12,Florida,Miami,Adequate,298.16,3573.44,1069.93,2503.50,-707.04,-2500.00,-1792.96,710.55,True,True,agree_accept
3721,13,Georgia,12,Florida,Miami,Adequate,298.16,3151.09,1069.93,2081.15,-707.04,-2500.00,-1792.96,288.20,True,True,agree_accept
4833,13,Georgia,12,Florida,Miami,Adequate,298.16,3255.34,1069.93,2185.40,-707.04,-2500.00,-1792.96,392.45,True,True,agree_accept
1202,13,Georgia,12,Florida,Miami,Adequate,298.16,3408.79,1069.93,2338.85,-707.04,-2500.00,-1792.96,545.90,True,True,agree_accept
1436,13,Georgia,12,Florida,Miami,Adequate,298.16,3555.27,1069.93,2485.33,-707.04,-2500.00,-1792.96,692.38,True,True,agree_accept
2838,13,Georgia,12,Florida,Miami,Adequate,298.16,3893.68,1069.93,2823.74,-707.04,-2500.00,-1792.96,1030.79,True,True,agree_accept
4562,13,Georgia,12,Florida,Miami,Adequate,298.16,3583.27,1069.93,2513.33,-707.04,-2500.00,-1792.96,720.38,True,True,agree_accept
300,48,Texas,42,Pennsylvania,Philadelphia,Slight Shortage,1518.20,8074.68,4425.05,3649.63,1864.89,176.10,-1688.79,1960.84,True,True,agree_accept
1703,48,Texas,42,Pennsylvania,Philadelphia,Slight Shortage,1518.20,6783.39,4425.05,2358.34,1864.89,176.10,-1688.79,669.55,True,True,agree_accept
2323,48,Texas,42,Pennsylvania,Philadelphia,Slight Shortage,1518.20,7617.91,4425.05,3192.86,1864.89,176.10,-1688.79,1504.07,True,True,agree_accept
4154,48,Texas,42,Pennsylvania,Philadelphia,Slight Shortage,1518.20,7117.39,4425.05,2692.34,1864.89,176.10,-1688.79,1003.55,True,True,agree_accept
4482,48,Texas,42,Pennsylvania,Philadelphia,Slight Shortage,1518.20,8360.49,4425.05,3935.44,1864.89,176.10,-1688.79,2246.65,True,True,agree_accept
4644,48,Texas,42,Pennsylvania,Philadelphia,Slight Shortage,1518.20,7754.88,4425.05,3329.83,1864.89,176.10,-1688.79,1641.04,True,True,agree_accept
4753,48,Texas,24,Maryland,Baltimore,Slight Shortage,1490.79,7934.44,4349.68,3584.77,1864.89,403.90,-1460.99,2123.78,True,True,agree_accept
1125,48,Texas,24,Maryland,Baltimore,Slight Shortage,1490.79,7050.55,4349.68,2700.87,1864.89,403.90,-1460.99,1239.89,True,True,agree_accept
4794,04,Arizona,17,Illinois,Chicago,Adequate,1766.95,5535.38,5109.10,426.28,-325.96,924.31,1250.28,1676.56,True,True,agree_accept
1189,08,Colorado,17,Illinois,Chicago,Shortage,1013.08,3582.14,3035.97,546.17,-273.70,924.31,1198.01,1744.18,True,True,agree_accept
2105,08,Colorado,17,Illinois,Chicago,Shortage,1013.08,3656.41,3035.97,620.44,-273.70,924.31,1198.01,1818.45,True,True,agree_accept
2940,08,Colorado,17,Illinois,Chicago,Shortage,1013.08,3231.15,3035.97,195.17,-273.70,924.31,1198.01,1393.18,True,True,agree_accept
3081,08,Colorado,17,Illinois,Chicago,Shortage,1013.08,3635.67,3035.97,599.69,-273.70,924.31,1198.01,1797.70,True,True,agree_accept
2212,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,7020.20,5855.14,1165.05,-136.93,924.31,1061.25,2226.30,True,True,agree_accept
4496,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,6961.51,5855.14,1106.36,-136.93,924.31,1061.25,2167.61,True,True,agree_accept
494,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,6660.05,5855.14,804.90,-136.93,924.31,1061.25,1866.15,True,True,agree_accept
883,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,6460.94,5855.14,605.79,-136.93,924.31,1061.25,1667.04,True,True,agree_accept
1289,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,5884.64,5855.14,29.50,-136.93,924.31,1061.25,1090.75,True,True,agree_accept
2169,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,6452.98,5855.14,597.84,-136.93,924.31,1061.25,1659.09,True,True,agree_accept
2231,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,6119.01,5855.14,263.86,-136.93,924.31,1061.25,1325.11,True,True,agree_accept
3042,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,6396.56,5855.14,541.42,-136.93,924.31,1061.25,1602.67,True,True,agree_accept
3172,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,6795.19,5855.14,940.04,-136.93,924.31,1061.25,2001.29,True,True,agree_accept
3252,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,6302.07,5855.14,446.92,-136.93,924.31,1061.25,1508.17,True,True,agree_accept
3361,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,7263.27,5855.14,1408.12,-136.93,924.31,1061.25,2469.37,True,True,agree_accept
4094,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,5863.74,5855.14,8.60,-136.93,924.31,1061.25,1069.85,True,True,agree_accept
4309,06,California,17,Illinois,Chicago,Adequate,2038.23,5960.17,5855.14,105.02,-136.93,924.31,1061.25,1166.27,True,True,agree_accept
4355,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,6822.53,5855.14,967.38,-136.93,924.31,1061.25,2028.63,True,True,agree_accept
4622,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,6445.43,5855.14,590.28,-136.93,924.31,1061.25,1651.53,True,True,agree_accept
4647,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,6462.29,5855.14,607.15,-136.93,924.31,1061.25,1668.40,True,True,agree_accept
862,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,7186.86,5855.14,1331.72,-136.93,924.31,1061.25,2392.97,True,True,agree_accept
422,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,6316.14,5855.14,461.00,-136.93,924.31,1061.25,1522.24,True,True,agree_accept
1346,06,California,17,Illinois,Chicago,Adequate,2038.23,5859.03,5855.14,3.89,-136.93,924.31,1061.25,1065.13,True,True,agree_accept
2454,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,6831.18,5855.14,976.04,-136.93,924.31,1061.25,2037.28,True,True,agree_accept
2802,06,California,17,Illinois,Chicago,Adequate,2038.23,5865.05,5855.14,9.91,-136.93,924.31,1061.25,1071.15,True,True,agree_accept
3029,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,6687.67,5855.14,832.53,-136.93,924.31,1061.25,1893.77,True,True,agree_accept
3280,06,California,17,Illinois,Chicago,Slight Shortage,2038.23,5960.04,5855.14,104.90,-136.93,924.31,1061.25,1166.14,True,True,agree_accept
1524,48,Texas,17,Illinois,Chicago,Slight Shortage,1101.12,5460.02,3278.08,2181.94,1864.89,924.31,-940.57,1241.36,True,True,agree_accept
976,48,Texas,17,Illinois,Chicago,Slight Shortage,1101.12,5761.23,3278.08,2483.15,1864.89,924.31,-940.57,1542.58,True,True,agree_accept
1211,48,Texas,17,Illinois,Chicago,Slight Shortage,1101.12,5468.34,3278.08,2190.26,1864.89,924.31,-940.57,1249.69,True,True,agree_accept
1715,48,Texas,17,Illinois,Chicago,Slight Shortage,1101.12,5706.94,3278.08,2428.86,1864.89,924.31,-940.57,1488.29,True,True,agree_accept
1837,48,Texas,17,Illinois,Chicago,Slight Shortage,1101.12,5542.17,3278.08,2264.09,1864.89,924.31,-940.57,1323.52,True,True,agree_accept
4098,48,Texas,17,Illinois,Chicago,Slight Shortage,1101.12,5755.21,3278.08,2477.13,1864.89,924.31,-940.57,1536.56,True,True,agree_accept
1234,48,Texas,17,Illinois,Chicago,Slight Shortage,1101.12,4907.50,3278.08,1629.41,1864.89,924.31,-940.57,688.84,True,True,agree_accept
3370,48,Texas,17,Illinois,Chicago,Slight Shortage,1101.12,4931.55,3278.08,1653.47,1864.89,924.31,-940.57,712.90,True,True,agree_accept
3824,48,Texas,17,Illinois,Chicago,Slight Shortage,1101.12,5045.30,3278.08,1767.21,1864.89,924.31,-940.57,826.64,True,True,agree_accept
4595,48,Texas,17,Illinois,Chicago,Slight Shortage,1101.12,5171.58,3278.08,1893.50,1864.89,924.31,-940.57,952.93,True,True,agree_accept
309,48,Texas,17,Illinois,Chicago,Slight Shortage,1101.12,5019.91,3278.08,1741.83,1864.89,924.31,-940.57,801.26,True,True,agree_accept
984,48,Texas,17,Illinois,Chicago,Slight Shortage,1101.12,5829.51,3278.08,2551.43,1864.89,924.31,-940.57,1610.86,True,True,agree_accept
2102,48,Texas,17,Illinois,Chicago,Slight Shortage,1101.12,6180.99,3278.08,2902.91,1864.89,924.31,-940.57,1962.34,True,True,agree_accept
3673,48,Texas,17,Illinois,Chicago,Slight Shortage,1101.12,5733.04,3278.08,2454.96,1864.89,924.31,-940.57,1514.39,True,True,agree_accept
2025,06,California,36,New York,New York,Slight Shortage,2820.56,10486.54,8006.53,2480.01,-136.93,-836.66,-699.73,1780.28,True,True,agree_accept
2600,06,California,36,New York,New York,Slight Shortage,2820.56,10368.31,8006.53,2361.78,-136.93,-836.66,-699.73,1662.05,True,True,agree_accept
1665,06,California,36,New York,New York,Slight Shortage,2820.56,10825.57,8006.53,2819.04,-136.93,-836.66,-699.73,2119.31,True,True,agree_accept
1751,06,California,36,New York,New York,Slight Shortage,2820.56,9308.47,8006.53,1301.93,-136.93,-836.66,-699.73,602.20,True,True,agree_accept
1840,06,California,36,New York,New York,Adequate,2820.56,9355.74,8006.53,1349.21,-136.93,-836.66,-699.73,649.48,True,True,agree_accept
2258,06,California,36,New York,New York,Slight Shortage,2820.56,9633.78,8006.53,1627.25,-136.93,-836.66,-699.73,927.52,True,True,agree_accept
2532,06,California,36,New York,New York,Adequate,2820.56,8966.17,8006.53,959.64,-136.93,-836.66,-699.73,259.91,True,True,agree_accept
2547,06,California,36,New York,New York,Slight Shortage,2820.56,10952.04,8006.53,2945.51,-136.93,-836.66,-699.73,2245.78,True,True,agree_accept
2733,06,California,36,New York,New York,Adequate,2820.56,10663.70,8006.53,2657.17,-136.93,-836.66,-699.73,1957.44,True,True,agree_accept
2739,06,California,36,New York,New York,Slight Shortage,2820.56,10030.87,8006.53,2024.34,-136.93,-836.66,-699.73,1324.61,True,True,agree_accept
3131,06,California,36,New York,New York,Slight Shortage,2820.56,11090.84,8006.53,3084.31,-136.93,-836.66,-699.73,2384.58,True,True,agree_accept
3241,06,California,36,New York,New York,Slight Shortage,2820.56,11592.93,8006.53,3586.40,-136.93,-836.66,-699.73,2886.67,True,True,agree_accept
3774,06,California,36,New York,New York,Slight Shortage,2820.56,10267.89,8006.53,2261.36,-136.93,-836.66,-699.73,1561.63,True,True,agree_accept
3984,06,California,36,New York,New York,Slight Shortage,2820.56,10611.84,8006.53,2605.31,-136.93,-836.66,-699.73,1905.58,True,True,agree_accept
4275,06,California,36,New York,New York,Slight Shortage,2820.56,9935.80,8006.53,1929.26,-136.93,-836.66,-699.73,1229.53,True,True,agree_accept
4772,06,California,36,New York,New York,Slight Shortage,2820.56,11772.76,8006.53,3766.23,-136.93,-836.66,-699.73,3066.50,True,True,agree_accept
461,06,California,36,New York,New York,Slight Shortage,2820.56,10081.15,8006.53,2074.62,-136.93,-836.66,-699.73,1374.89,True,True,agree_accept
2968,06,California,36,New York,New York,Adequate,2820.56,10116.23,8006.53,2109.70,-136.93,-836.66,-699.73,1409.97,True,True,agree_accept
3722,06,California,36,New York,New York,Slight Shortage,2820.56,10118.98,8006.53,2112.45,-136.93,-836.66,-699.73,1412.72,True,True,agree_accept
