policy,load_id,hour,origin,destination_city,destination_state,price,direct_cost,margin,score,branch_a,branch_b,wants_accept,outcome,latency_ms
myopic_margin,77,5,Texas,Dallas,Texas,2172.69,575.92,1596.78,1596.78,1596.78,0.00,True,no_truck,0.000167
myopic_margin,78,5,Georgia,Atlanta,Georgia,3296.04,522.71,2773.33,2773.33,2773.33,0.00,True,no_truck,0.000167
myopic_margin,79,5,Texas,Dallas,Texas,2586.11,575.92,2010.19,2010.19,2010.19,0.00,True,no_truck,0.000167
myopic_margin,80,5,Texas,Dallas,Texas,2399.14,575.92,1823.22,1823.22,1823.22,0.00,True,no_truck,0.000167
myopic_margin,81,5,Texas,Dallas,Texas,2718.73,575.92,2142.82,2142.82,2142.82,0.00,True,no_truck,0.000166
myopic_margin,82,5,Texas,Dallas,Texas,2643.62,575.92,2067.70,2067.70,2067.70,0.00,True,no_truck,0.000167
myopic_margin,83,5,Texas,Dallas,Texas,3033.68,575.92,2457.76,2457.76,2457.76,0.00,True,no_truck,0.000208
myopic_margin,84,5,Texas,Dallas,Texas,2503.90,575.92,1927.98,1927.98,1927.98,0.00,True,no_truck,0.000125
myopic_margin,85,5,Texas,Dallas,Texas,2976.06,575.92,2400.14,2400.14,2400.14,0.00,True,no_truck,0.000125
myopic_margin,86,5,Texas,Dallas,Texas,2982.29,575.92,2406.37,2406.37,2406.37,0.00,True,no_truck,0.000167
myopic_margin,87,5,Texas,Dallas,Texas,2584.33,575.92,2008.41,2008.41,2008.41,0.00,True,no_truck,0.000167
myopic_margin,88,5,Texas,Dallas,Texas,2557.38,575.92,1981.46,1981.46,1981.46,0.00,True,no_truck,0.000125
myopic_margin,89,5,Texas,Dallas,Texas,2969.38,575.92,2393.46,2393.46,2393.46,0.00,True,no_truck,0.000166
myopic_margin,90,5,Texas,Dallas,Texas,2778.41,575.92,2202.49,2202.49,2202.49,0.00,True,no_truck,0.000167
myopic_margin,91,5,Texas,Dallas,Texas,2946.48,575.92,2370.56,2370.56,2370.56,0.00,True,no_truck,0.000167
myopic_margin,92,6,Texas,Dallas,Texas,2749.35,575.92,2173.43,2173.43,2173.43,0.00,True,accept,0.000167
myopic_margin,93,6,Texas,Dallas,Texas,3176.07,575.92,2600.15,2600.15,2600.15,0.00,True,accept,0.000167
myopic_margin,94,6,Texas,Dallas,Texas,2465.35,575.92,1889.43,1889.43,1889.43,0.00,True,accept,0.000167
myopic_margin,95,6,Texas,Dallas,Texas,2983.97,575.92,2408.05,2408.05,2408.05,0.00,True,accept,0.000167
myopic_margin,96,6,Texas,Dallas,Texas,2153.52,575.92,1577.60,1577.60,1577.60,0.00,True,accept,0.000125
myopic_margin,97,6,Texas,Dallas,Texas,2620.56,575.92,2044.64,2044.64,2044.64,0.00,True,accept,0.000166
myopic_margin,98,6,Texas,Dallas,Texas,2322.90,575.92,1746.98,1746.98,1746.98,0.00,True,accept,0.000167
myopic_margin,99,6,Texas,Dallas,Texas,2581.59,575.92,2005.67,2005.67,2005.67,0.00,True,accept,0.000167
myopic_margin,100,6,Georgia,Atlanta,Georgia,3568.26,522.71,3045.55,3045.55,3045.55,0.00,True,accept,0.000208
myopic_margin,101,6,Texas,Dallas,Texas,2584.01,575.92,2008.09,2008.09,2008.09,0.00,True,accept,0.000208
myopic_margin,102,6,Texas,Dallas,Texas,2457.62,575.92,1881.70,1881.70,1881.70,0.00,True,accept,0.000125
myopic_margin,103,6,Texas,Dallas,Texas,2510.23,575.92,1934.31,1934.31,1934.31,0.00,True,accept,0.000167
myopic_margin,104,6,Georgia,Atlanta,Georgia,3908.70,522.71,3385.99,3385.99,3385.99,0.00,True,no_truck,0.000167
myopic_margin,105,6,Texas,Dallas,Texas,2419.44,575.92,1843.53,1843.53,1843.53,0.00,True,accept,0.000125
myopic_margin,106,7,Texas,Dallas,Texas,2845.25,575.92,2269.33,2269.33,2269.33,0.00,True,accept,0.000167
myopic_margin,107,7,Texas,Dallas,Texas,2719.12,575.92,2143.20,2143.20,2143.20,0.00,True,accept,0.000167
myopic_margin,108,7,Texas,Dallas,Texas,2694.39,575.92,2118.47,2118.47,2118.47,0.00,True,accept,0.000125
myopic_margin,109,7,Georgia,Atlanta,Georgia,3133.82,522.71,2611.11,2611.11,2611.11,0.00,True,accept,0.000208
myopic_margin,110,7,Texas,Dallas,Texas,2656.92,575.92,2081.00,2081.00,2081.00,0.00,True,accept,0.000209
myopic_margin,111,7,Texas,Dallas,Texas,2818.15,575.92,2242.23,2242.23,2242.23,0.00,True,accept,0.000209
myopic_margin,112,7,Texas,Dallas,Texas,2607.89,575.92,2031.97,2031.97,2031.97,0.00,True,accept,0.000167
myopic_margin,113,7,Texas,Dallas,Texas,2806.06,575.92,2230.14,2230.14,2230.14,0.00,True,accept,0.000167
myopic_margin,114,7,Texas,Dallas,Texas,2511.56,575.92,1935.64,1935.64,1935.64,0.00,True,accept,0.000166
myopic_margin,115,7,Texas,Dallas,Texas,2480.28,575.92,1904.36,1904.36,1904.36,0.00,True,accept,0.000167
myopic_margin,116,7,Texas,Dallas,Texas,2477.91,575.92,1901.99,1901.99,1901.99,0.00,True,accept,0.000209
myopic_margin,117,7,Texas,Dallas,Texas,2179.41,575.92,1603.49,1603.49,1603.49,0.00,True,accept,0.000125
myopic_margin,118,7,Texas,Dallas,Texas,3019.59,575.92,2443.67,2443.67,2443.67,0.00,True,accept,0.000167
myopic_margin,119,7,Texas,Dallas,Texas,2327.69,575.92,1751.77,1751.77,1751.77,0.00,True,no_truck,0.000125
myopic_margin,120,7,Texas,Dallas,Texas,2704.26,575.92,2128.34,2128.34,2128.34,0.00,True,no_truck,0.000208
myopic_margin,121,7,Texas,Dallas,Texas,2720.99,575.92,2145.07,2145.07,2145.07,0.00,True,no_truck,0.000166
myopic_margin,122,7,Georgia,Atlanta,Georgia,3328.15,522.71,2805.44,2805.44,2805.44,0.00,True,accept,0.000167
myopic_margin,123,7,Texas,Dallas,Texas,2641.84,575.92,2065.92,2065.92,2065.92,0.00,True,no_truck,0.000167
myopic_margin,124,7,Georgia,Philadelphia,Pennsylvania,2816.49,2621.23,195.26,195.26,195.26,0.00,True,accept,0.000167
myopic_margin,125,8,Texas,Dallas,Texas,2240.40,575.92,1664.48,1664.48,1664.48,0.00,True,accept,0.000125
myopic_margin,126,8,Georgia,Atlanta,Georgia,3851.04,522.71,3328.33,3328.33,3328.33,0.00,True,accept,0.000208
myopic_margin,127,8,Texas,Dallas,Texas,2676.89,575.92,2100.97,2100.97,2100.97,0.00,True,accept,0.000166
myopic_margin,128,8,Texas,Dallas,Texas,2938.71,575.92,2362.79,2362.79,2362.79,0.00,True,accept,0.000167
myopic_margin,129,8,Texas,Dallas,Texas,2873.61,575.92,2297.69,2297.69,2297.69,0.00,True,accept,0.000167
myopic_margin,130,8,California,Dallas,Texas,5247.39,4756.23,491.16,491.16,491.16,0.00,True,no_truck,0.000166
myopic_margin,131,8,Texas,Dallas,Texas,2475.02,575.92,1899.10,1899.10,1899.10,0.00,True,accept,0.000125
myopic_margin,132,8,Texas,Dallas,Texas,3181.74,575.92,2605.82,2605.82,2605.82,0.00,True,accept,0.000167
myopic_margin,133,8,Texas,Dallas,Texas,3000.24,575.92,2424.32,2424.32,2424.32,0.00,True,accept,0.000125
myopic_margin,134,8,Texas,Dallas,Texas,2646.61,575.92,2070.69,2070.69,2070.69,0.00,True,accept,0.000167
myopic_margin,135,8,Texas,Dallas,Texas,2518.74,575.92,1942.83,1942.83,1942.83,0.00,True,accept,0.000208
myopic_margin,136,8,California,Philadelphia,Pennsylvania,7802.12,8607.05,-804.93,-804.93,-804.93,0.00,False,reject,0.000250
myopic_margin,137,8,Georgia,Atlanta,Georgia,3292.55,522.71,2769.84,2769.84,2769.84,0.00,True,accept,0.000167
myopic_margin,138,9,Texas,Dallas,Texas,3068.95,575.92,2493.03,2493.03,2493.03,0.00,True,accept,0.000208
myopic_margin,139,9,Texas,Dallas,Texas,2766.62,575.92,2190.70,2190.70,2190.70,0.00,True,accept,0.000208
myopic_margin,140,9,Texas,Dallas,Texas,2891.61,575.92,2315.69,2315.69,2315.69,0.00,True,accept,0.000208
myopic_margin,141,9,Texas,Dallas,Texas,2707.94,575.92,2132.02,2132.02,2132.02,0.00,True,accept,0.000125
myopic_margin,142,9,Texas,Miami,Florida,5330.78,3782.24,1548.54,1548.54,1548.54,0.00,True,accept,0.000125
myopic_margin,143,9,California,Philadelphia,Pennsylvania,9881.96,8607.05,1274.91,1274.91,1274.91,0.00,True,no_truck,0.000167
myopic_margin,144,9,Texas,Dallas,Texas,3132.04,575.92,2556.12,2556.12,2556.12,0.00,True,accept,0.000166
myopic_margin,145,9,Georgia,Atlanta,Georgia,3778.36,522.71,3255.65,3255.65,3255.65,0.00,True,accept,0.000209
myopic_margin,146,9,Texas,Dallas,Texas,2582.79,575.92,2006.87,2006.87,2006.87,0.00,True,accept,0.000167
myopic_margin,147,9,Texas,Dallas,Texas,2743.25,575.92,2167.33,2167.33,2167.33,0.00,True,accept,0.000167
myopic_margin,148,9,Texas,Dallas,Texas,2489.30,575.92,1913.38,1913.38,1913.38,0.00,True,accept,0.000167
myopic_margin,149,10,Texas,Dallas,Texas,2309.84,575.92,1733.92,1733.92,1733.92,0.00,True,accept,0.000125
myopic_margin,150,10,Texas,Dallas,Texas,3262.11,575.92,2686.19,2686.19,2686.19,0.00,True,accept,0.000167
myopic_margin,151,10,Texas,Dallas,Texas,2727.66,575.92,2151.74,2151.74,2151.74,0.00,True,accept,0.000167
myopic_margin,152,10,Texas,Dallas,Texas,2897.37,575.92,2321.45,2321.45,2321.45,0.00,True,accept,0.007333
myopic_margin,153,10,Texas,Dallas,Texas,2810.84,575.92,2234.92,2234.92,2234.92,0.00,True,accept,0.000208
myopic_margin,154,10,California,Baltimore,Maryland,9638.86,8835.78,803.08,803.08,803.08,0.00,True,no_truck,0.000125
myopic_margin,155,10,Texas,Dallas,Texas,2862.23,575.92,2286.31,2286.31,2286.31,0.00,True,accept,0.000167
myopic_margin,156,10,Texas,Dallas,Texas,2799.44,575.92,2223.52,2223.52,2223.52,0.00,True,accept,0.000167
myopic_margin,157,10,Texas,Dallas,Texas,2096.78,575.92,1520.86,1520.86,1520.86,0.00,True,accept,0.000167
myopic_margin,158,10,Texas,Dallas,Texas,2658.09,575.92,2082.17,2082.17,2082.17,0.00,True,accept,0.000208
myopic_margin,159,10,California,Chicago,Illinois,6108.56,6568.53,-459.97,-459.97,-459.97,0.00,False,reject,0.000209
myopic_margin,160,11,Texas,Dallas,Texas,2876.60,575.92,2300.68,2300.68,2300.68,0.00,True,accept,0.000208
myopic_margin,161,11,Texas,Dallas,Texas,2826.70,575.92,2250.78,2250.78,2250.78,0.00,True,no_truck,0.000167
myopic_margin,162,11,Texas,Dallas,Texas,2811.42,575.92,2235.50,2235.50,2235.50,0.00,True,no_truck,0.000166
myopic_margin,163,11,Texas,Dallas,Texas,3114.60,575.92,2538.68,2538.68,2538.68,0.00,True,no_truck,0.000167
myopic_margin,164,11,Texas,Dallas,Texas,2743.31,575.92,2167.39,2167.39,2167.39,0.00,True,no_truck,0.000208
myopic_margin,165,11,Texas,Dallas,Texas,2485.82,575.92,1909.90,1909.90,1909.90,0.00,True,no_truck,0.000208
myopic_margin,166,11,Texas,Dallas,Texas,2532.96,575.92,1957.04,1957.04,1957.04,0.00,True,no_truck,0.000167
myopic_margin,167,11,Georgia,Atlanta,Georgia,3422.01,522.71,2899.30,2899.30,2899.30,0.00,True,accept,0.000167
myopic_margin,168,11,Texas,Dallas,Texas,2398.63,575.92,1822.71,1822.71,1822.71,0.00,True,no_truck,0.000167
myopic_margin,169,11,Georgia,Atlanta,Georgia,3238.28,522.71,2715.57,2715.57,2715.57,0.00,True,accept,0.000208
myopic_margin,170,11,Texas,Dallas,Texas,2604.46,575.92,2028.54,2028.54,2028.54,0.00,True,no_truck,0.000208
myopic_margin,171,11,Texas,Dallas,Texas,2609.09,575.92,2033.17,2033.17,2033.17,0.00,True,no_truck,0.000166
myopic_margin,172,12,Texas,Dallas,Texas,2950.50,575.92,2374.58,2374.58,2374.58,0.00,True,accept,0.000166
myopic_margin,173,12,Texas,Dallas,Texas,2465.24,575.92,1889.32,1889.32,1889.32,0.00,True,accept,0.000166
myopic_margin,174,12,Georgia,Atlanta,Georgia,3728.88,522.71,3206.17,3206.17,3206.17,0.00,True,accept,0.000125
myopic_margin,175,12,Texas,Dallas,Texas,2750.58,575.92,2174.66,2174.66,2174.66,0.00,True,accept,0.000167
myopic_margin,176,12,Texas,Dallas,Texas,2611.46,575.92,2035.54,2035.54,2035.54,0.00,True,accept,0.000167
myopic_margin,177,12,Georgia,Atlanta,Georgia,3470.23,522.71,2947.52,2947.52,2947.52,0.00,True,accept,0.000167
myopic_margin,178,12,California,Philadelphia,Pennsylvania,9121.67,8607.05,514.62,514.62,514.62,0.00,True,no_truck,0.000167
myopic_margin,179,12,Georgia,Atlanta,Georgia,3587.16,522.71,3064.45,3064.45,3064.45,0.00,True,no_truck,0.000166
myopic_margin,180,12,Texas,Dallas,Texas,2639.74,575.92,2063.82,2063.82,2063.82,0.00,True,accept,0.000167
myopic_margin,181,12,Texas,Dallas,Texas,2877.51,575.92,2301.59,2301.59,2301.59,0.00,True,accept,0.000250
myopic_margin,182,12,Texas,Dallas,Texas,2555.71,575.92,1979.79,1979.79,1979.79,0.00,True,accept,0.000209
myopic_margin,183,12,Texas,Dallas,Texas,2567.62,575.92,1991.70,1991.70,1991.70,0.00,True,accept,0.000250
myopic_margin,184,12,Texas,Dallas,Texas,2830.71,575.92,2254.79,2254.79,2254.79,0.00,True,accept,0.000250
myopic_margin,185,12,Texas,Dallas,Texas,2575.51,575.92,1999.59,1999.59,1999.59,0.00,True,accept,0.000208
myopic_margin,186,12,Texas,Dallas,Texas,2966.76,575.92,2390.84,2390.84,2390.84,0.00,True,accept,0.000209
myopic_margin,187,12,Texas,Dallas,Texas,2318.67,575.92,1742.75,1742.75,1742.75,0.00,True,accept,0.000167
myopic_margin,188,12,Texas,Dallas,Texas,2549.14,575.92,1973.22,1973.22,1973.22,0.00,True,no_truck,0.000167
myopic_margin,189,12,Texas,Dallas,Texas,2652.93,575.92,2077.01,2077.01,2077.01,0.00,True,no_truck,0.000208
myopic_margin,190,13,Georgia,Atlanta,Georgia,3482.21,522.71,2959.50,2959.50,2959.50,0.00,True,accept,0.000125
myopic_margin,191,13,Texas,Dallas,Texas,2816.59,575.92,2240.67,2240.67,2240.67,0.00,True,accept,0.000209
myopic_margin,192,13,Texas,Dallas,Texas,3092.94,575.92,2517.02,2517.02,2517.02,0.00,True,accept,0.000166
myopic_margin,193,13,Texas,Dallas,Texas,2249.93,575.92,1674.01,1674.01,1674.01,0.00,True,accept,0.000208
myopic_margin,194,13,Texas,Dallas,Texas,2636.74,575.92,2060.82,2060.82,2060.82,0.00,True,accept,0.000208
myopic_margin,195,13,Texas,Dallas,Texas,2878.49,575.92,2302.57,2302.57,2302.57,0.00,True,accept,0.000167
myopic_margin,196,13,Texas,Dallas,Texas,2608.90,575.92,2032.98,2032.98,2032.98,0.00,True,accept,0.000167
myopic_margin,197,13,Texas,Dallas,Texas,2591.10,575.92,2015.18,2015.18,2015.18,0.00,True,accept,0.000125
myopic_margin,198,13,Texas,Dallas,Texas,3037.80,575.92,2461.88,2461.88,2461.88,0.00,True,accept,0.000167
myopic_margin,199,13,Texas,Dallas,Texas,2734.55,575.92,2158.63,2158.63,2158.63,0.00,True,accept,0.000208
myopic_margin,200,13,Texas,Dallas,Texas,2347.61,575.92,1771.69,1771.69,1771.69,0.00,True,accept,0.000208
myopic_margin,201,13,Georgia,Atlanta,Georgia,3942.93,522.71,3420.22,3420.22,3420.22,0.00,True,accept,0.000125
myopic_margin,202,14,Texas,Dallas,Texas,3013.75,575.92,2437.83,2437.83,2437.83,0.00,True,accept,0.000167
myopic_margin,203,14,Texas,Dallas,Texas,2550.23,575.92,1974.31,1974.31,1974.31,0.00,True,accept,0.000167
myopic_margin,204,14,Texas,Dallas,Texas,2921.34,575.92,2345.42,2345.42,2345.42,0.00,True,accept,0.000208
myopic_margin,205,14,Texas,Dallas,Texas,2548.42,575.92,1972.50,1972.50,1972.50,0.00,True,accept,0.000208
myopic_margin,206,14,Texas,Dallas,Texas,2579.17,575.92,2003.25,2003.25,2003.25,0.00,True,accept,0.000167
myopic_margin,207,14,Texas,Dallas,Texas,2377.68,575.92,1801.76,1801.76,1801.76,0.00,True,accept,0.000209
myopic_margin,208,14,Texas,Dallas,Texas,2566.31,575.92,1990.39,1990.39,1990.39,0.00,True,accept,0.000167
myopic_margin,209,14,Texas,Dallas,Texas,2291.45,575.92,1715.53,1715.53,1715.53,0.00,True,accept,0.000166
myopic_margin,210,14,Texas,Dallas,Texas,2650.06,575.92,2074.14,2074.14,2074.14,0.00,True,accept,0.000167
myopic_margin,211,14,Georgia,Atlanta,Georgia,3071.35,522.71,2548.65,2548.65,2548.65,0.00,True,accept,0.000125
myopic_margin,212,14,Georgia,Atlanta,Georgia,3337.51,522.71,2814.80,2814.80,2814.80,0.00,True,no_truck,0.000209
myopic_margin,213,14,Texas,Dallas,Texas,2701.48,575.92,2125.56,2125.56,2125.56,0.00,True,accept,0.000167
myopic_margin,214,15,Texas,Dallas,Texas,2530.06,575.92,1954.14,1954.14,1954.14,0.00,True,accept,0.000208
myopic_margin,215,15,Georgia,Atlanta,Georgia,3658.00,522.71,3135.29,3135.29,3135.29,0.00,True,no_truck,0.000208
myopic_margin,216,15,Texas,Dallas,Texas,2906.01,575.92,2330.09,2330.09,2330.09,0.00,True,accept,0.000167
myopic_margin,217,15,Texas,Dallas,Texas,2479.00,575.92,1903.08,1903.08,1903.08,0.00,True,accept,0.000208
myopic_margin,218,15,Texas,Dallas,Texas,2679.51,575.92,2103.59,2103.59,2103.59,0.00,True,accept,0.000167
myopic_margin,219,15,Texas,Dallas,Texas,2789.24,575.92,2213.32,2213.32,2213.32,0.00,True,accept,0.000208
