seed,load_id,hour,origin_state,destination_state,origin_name,destination_name,destination_city,price,direct_cost,margin_dollars,rollout_accept,rollout_incremental_value,accept_value,reject_value,rollout_latency_ms,feature_bias,feature_margin,feature_future_delta,feature_price_per_mile,feature_cost_per_mile,feature_distance,feature_available_at_origin,feature_scarcity_multiplier,feature_origin_value,feature_destination_value,feature_same_state,feature_hour_sin,feature_hour_cos,feature_faf_tons
20260506,45,2,13,13,Georgia,Georgia,Atlanta,3790.69,522.71,3267.99,True,1081.04,347683.15,346602.11,3.452334,1.00000000,0.65359729,0.00000000,8.61816663,1.18837674,0.02932327,0.25000000,1.00000000,-0.29761803,-0.29761803,1.00000000,0.50000000,0.86602540,1.25030368
20260506,46,2,48,48,Texas,Texas,Dallas,2546.84,575.92,1970.92,False,-123.66,346150.49,346274.14,3.435667,1.00000000,0.39418475,0.00000000,4.84488546,1.09557750,0.03504511,0.90000000,1.15000000,0.55427174,0.55427174,1.00000000,0.50000000,0.86602540,1.41409967
20260506,47,3,48,48,Texas,Texas,Dallas,3048.66,575.92,2472.74,True,2432.35,364451.86,362019.51,3.499084,1.00000000,0.49454791,0.00000000,5.79949474,1.09557750,0.03504511,0.90000000,1.15000000,0.55427174,0.55427174,1.00000000,0.70710678,0.70710678,1.41409967
20260506,48,3,48,48,Texas,Texas,Dallas,2554.40,575.92,1978.48,True,1065.49,364459.65,363394.16,3.470458,1.00000000,0.39569527,0.00000000,4.85925290,1.09557750,0.03504511,0.85000000,1.15000000,0.55427174,0.55427174,1.00000000,0.70710678,0.70710678,1.41409967
20260506,49,3,13,12,Georgia,Florida,Miami,3880.68,1174.29,2706.39,False,-2628.98,350660.34,353289.32,3.343000,1.00000000,0.54127771,-0.30238197,2.60310399,0.78769649,0.09938590,0.20000000,1.00000000,-0.29761803,-0.60000000,0.00000000,0.70710678,0.70710678,0.98894798
20260506,50,3,48,48,Texas,Texas,Dallas,2790.20,575.92,2214.28,True,927.14,344732.68,343805.53,3.432125,1.00000000,0.44285592,0.00000000,5.30782373,1.09557750,0.03504511,0.80000000,1.15000000,0.55427174,0.55427174,1.00000000,0.70710678,0.70710678,1.41409967
20260506,51,3,48,48,Texas,Texas,Dallas,2542.53,575.92,1966.61,False,-134.15,361975.92,362110.08,3.559459,1.00000000,0.39332233,0.00000000,4.83668250,1.09557750,0.03504511,0.75000000,1.15000000,0.55427174,0.55427174,1.00000000,0.70710678,0.70710678,1.41409967
20260506,52,3,48,12,Texas,Florida,Miami,5382.29,3782.24,1600.06,False,-879.06,370949.71,371828.77,3.476750,1.00000000,0.32001174,-1.15427174,0.94473386,0.66388156,0.37981024,0.75000000,1.15000000,0.55427174,-0.60000000,0.00000000,0.70710678,0.70710678,0.86519996
20260506,53,3,48,48,Texas,Texas,Dallas,2627.09,575.92,2051.17,True,339.76,341810.72,341470.96,3.425583,1.00000000,0.41023476,0.00000000,4.99754596,1.09557750,0.03504511,0.75000000,1.15000000,0.55427174,0.55427174,1.00000000,0.70710678,0.70710678,1.41409967
20260506,54,3,06,53,California,Washington,Seattle,4028.85,3025.44,1003.41,True,482.96,358488.56,358005.60,3.506916,1.00000000,0.20068166,-0.08332310,0.89999631,0.67584699,0.29843448,0.10000000,1.00000000,-0.38807604,-0.47139914,0.00000000,0.70710678,0.70710678,0.85052049
20260506,55,3,48,48,Texas,Texas,Dallas,2872.69,575.92,2296.77,True,1105.56,358600.47,357494.91,3.324959,1.00000000,0.45935409,0.00000000,5.46474690,1.09557750,0.03504511,0.70000000,1.15000000,0.55427174,0.55427174,1.00000000,0.70710678,0.70710678,1.41409967
20260506,56,3,13,13,Georgia,Georgia,Atlanta,4089.67,522.71,3566.97,True,1461.94,353670.92,352208.98,3.363584,1.00000000,0.71339348,0.00000000,9.29790193,1.18837674,0.02932327,0.20000000,1.00000000,-0.29761803,-0.29761803,1.00000000,0.70710678,0.70710678,1.25030368
20260506,57,3,13,13,Georgia,Georgia,Atlanta,3523.83,522.71,3001.12,True,36.83,348704.76,348667.93,3.362708,1.00000000,0.60022494,0.00000000,8.01145456,1.18837674,0.02932327,0.15000000,1.00000000,-0.29761803,-0.29761803,1.00000000,0.70710678,0.70710678,1.25030368
20260506,58,3,48,48,Texas,Texas,Dallas,2567.71,575.92,1991.79,False,-106.51,350019.63,350126.14,3.315084,1.00000000,0.39835871,0.00000000,4.88458626,1.09557750,0.03504511,0.65000000,1.15000000,0.55427174,0.55427174,1.00000000,0.70710678,0.70710678,1.41409967
20260506,59,3,13,12,Georgia,Florida,Miami,3619.16,1174.29,2444.87,False,-1645.39,343958.35,345603.73,3.392125,1.00000000,0.48897445,-0.30238197,2.42768253,0.78769649,0.09938590,0.10000000,1.00000000,-0.29761803,-0.60000000,0.00000000,0.70710678,0.70710678,0.98894798
20260506,60,3,13,13,Georgia,Georgia,Atlanta,3667.82,522.71,3145.12,True,1299.75,355164.41,353864.66,3.424584,1.00000000,0.62902320,0.00000000,8.33881988,1.18837674,0.02932327,0.10000000,1.00000000,-0.29761803,-0.29761803,1.00000000,0.70710678,0.70710678,1.25030368
20260506,61,3,13,13,Georgia,Georgia,Atlanta,3624.53,522.71,3101.82,True,159.62,351997.83,351838.22,3.406500,1.00000000,0.62036386,0.00000000,8.24038450,1.18837674,0.02932327,0.05000000,1.00000000,-0.29761803,-0.29761803,1.00000000,0.70710678,0.70710678,1.25030368
20260506,62,3,48,48,Texas,Texas,Dallas,2639.40,575.92,2063.48,True,866.57,350058.80,349192.23,3.471542,1.00000000,0.41269616,0.00000000,5.02095766,1.09557750,0.03504511,0.65000000,1.15000000,0.55427174,0.55427174,1.00000000,0.70710678,0.70710678,1.41409967
20260506,63,3,48,48,Texas,Texas,Dallas,2669.89,575.92,2093.97,True,228.60,336124.03,335895.43,3.375625,1.00000000,0.41879476,0.00000000,5.07896482,1.09557750,0.03504511,0.60000000,1.15000000,0.55427174,0.55427174,1.00000000,0.70710678,0.70710678,1.41409967
20260506,64,4,13,13,Georgia,Georgia,Atlanta,3707.69,522.71,3184.98,False,-5000.00,0.00,0.00,0.001000,1.00000000,0.63699698,0.00000000,8.42946210,1.18837674,0.02932327,0.00000000,1.00000000,-0.29761803,-0.29761803,1.00000000,0.86602540,0.50000000,1.25030368
20260506,65,4,13,13,Georgia,Georgia,Atlanta,3781.71,522.71,3259.00,False,-5000.00,0.00,0.00,0.000625,1.00000000,0.65179998,0.00000000,8.59773568,1.18837674,0.02932327,0.00000000,1.00000000,-0.29761803,-0.29761803,1.00000000,0.86602540,0.50000000,1.25030368
20260506,66,4,48,48,Texas,Texas,Dallas,2401.26,575.92,1825.35,True,1825.35,360274.25,358448.90,3.452916,1.00000000,0.36506909,0.00000000,4.56795039,1.09557750,0.03504511,0.55000000,1.15000000,0.55427174,0.55427174,1.00000000,0.86602540,0.50000000,1.41409967
20260506,67,4,48,48,Texas,Texas,Dallas,2437.09,575.92,1861.17,True,980.27,344085.25,343104.98,3.263125,1.00000000,0.37223342,0.00000000,4.63609430,1.09557750,0.03504511,0.50000000,1.15000000,0.55427174,0.55427174,1.00000000,0.86602540,0.50000000,1.41409967
20260506,68,4,48,48,Texas,Texas,Dallas,2403.94,575.92,1828.02,True,1084.08,356044.51,354960.43,3.363292,1.00000000,0.36560425,0.00000000,4.57304060,1.09557750,0.03504511,0.45000000,1.15000000,0.55427174,0.55427174,1.00000000,0.86602540,0.50000000,1.41409967
20260506,69,4,48,48,Texas,Texas,Dallas,2623.38,575.92,2047.46,True,725.81,358244.67,357518.87,3.488458,1.00000000,0.40949149,0.00000000,4.99047631,1.09557750,0.03504511,0.40000000,1.15000000,0.55427174,0.55427174,1.00000000,0.86602540,0.50000000,1.41409967
20260506,70,4,48,48,Texas,Texas,Dallas,2703.14,575.92,2127.22,True,516.70,366122.95,365606.26,3.569250,1.00000000,0.42544424,0.00000000,5.14221171,1.09557750,0.03504511,0.35000000,1.15000000,0.55427174,0.55427174,1.00000000,0.86602540,0.50000000,1.41409967
20260506,71,4,13,13,Georgia,Georgia,Atlanta,3128.30,522.71,2605.59,False,-5000.00,0.00,0.00,0.000667,1.00000000,0.52111830,0.00000000,7.11220715,1.18837674,0.02932327,0.00000000,1.00000000,-0.29761803,-0.29761803,1.00000000,0.86602540,0.50000000,1.25030368
20260506,72,4,48,48,Texas,Texas,Dallas,2847.56,575.92,2271.64,True,603.18,352999.24,352396.07,3.466125,1.00000000,0.45432889,0.00000000,5.41694945,1.09557750,0.03504511,0.30000000,1.15000000,0.55427174,0.55427174,1.00000000,0.86602540,0.50000000,1.41409967
20260506,73,4,13,13,Georgia,Georgia,Atlanta,3936.54,522.71,3413.84,False,-5000.00,0.00,0.00,0.000542,1.00000000,0.68276763,0.00000000,8.94976149,1.18837674,0.02932327,0.00000000,1.00000000,-0.29761803,-0.29761803,1.00000000,0.86602540,0.50000000,1.25030368
20260506,74,4,06,48,California,Texas,Dallas,5035.03,4756.23,278.80,False,-743.47,349789.07,350532.55,3.423458,1.00000000,0.05576068,0.94234778,0.69275663,0.65439683,0.48454082,0.05000000,1.15000000,-0.38807604,0.55427174,0.00000000,0.86602540,0.50000000,0.86707683
20260506,75,4,13,13,Georgia,Georgia,Atlanta,3540.71,522.71,3018.01,False,-5000.00,0.00,0.00,0.000708,1.00000000,0.60360117,0.00000000,8.04983405,1.18837674,0.02932327,0.00000000,1.00000000,-0.29761803,-0.29761803,1.00000000,0.86602540,0.50000000,1.25030368
20260506,76,4,48,48,Texas,Texas,Dallas,2548.97,575.92,1973.05,True,790.56,336508.20,335717.64,3.250667,1.00000000,0.39461046,0.00000000,4.84893460,1.09557750,0.03504511,0.25000000,1.15000000,0.55427174,0.55427174,1.00000000,0.86602540,0.50000000,1.41409967
20260506,77,5,48,48,Texas,Texas,Dallas,2172.69,575.92,1596.78,True,1596.78,380761.02,379164.24,3.573875,1.00000000,0.31935504,0.00000000,4.13313891,1.09557750,0.03504511,0.20000000,1.15000000,0.55427174,0.55427174,1.00000000,0.96592583,0.25881905,1.41409967
20260506,78,5,13,13,Georgia,Georgia,Atlanta,3296.04,522.71,2773.33,False,-5000.00,0.00,0.00,0.001083,1.00000000,0.55466576,0.00000000,7.49355905,1.18837674,0.02932327,0.00000000,1.00000000,-0.29761803,-0.29761803,1.00000000,0.96592583,0.25881905,1.25030368
20260506,79,5,48,48,Texas,Texas,Dallas,2586.11,575.92,2010.19,True,2010.19,348218.40,346208.21,3.285500,1.00000000,0.40203826,0.00000000,4.91958450,1.09557750,0.03504511,0.15000000,1.15000000,0.55427174,0.55427174,1.00000000,0.96592583,0.25881905,1.41409967
20260506,80,5,48,48,Texas,Texas,Dallas,2399.14,575.92,1823.22,True,1823.22,369527.46,367704.24,3.502083,1.00000000,0.36464416,0.00000000,4.56390870,1.09557750,0.03504511,0.10000000,1.15000000,0.55427174,0.55427174,1.00000000,0.96592583,0.25881905,1.41409967
20260506,81,5,48,48,Texas,Texas,Dallas,2718.73,575.92,2142.82,True,2142.82,352240.51,350097.70,3.311083,1.00000000,0.42856309,0.00000000,5.17187674,1.09557750,0.03504511,0.05000000,1.15000000,0.55427174,0.55427174,1.00000000,0.96592583,0.25881905,1.41409967
20260506,82,5,48,48,Texas,Texas,Dallas,2643.62,575.92,2067.70,False,-5000.00,0.00,0.00,0.001000,1.00000000,0.41354028,0.00000000,5.02898661,1.09557750,0.03504511,0.00000000,1.15000000,0.55427174,0.55427174,1.00000000,0.96592583,0.25881905,1.41409967
20260506,83,5,48,48,Texas,Texas,Dallas,3033.68,575.92,2457.76,False,-5000.00,0.00,0.00,0.000792,1.00000000,0.49155220,0.00000000,5.77100081,1.09557750,0.03504511,0.00000000,1.15000000,0.55427174,0.55427174,1.00000000,0.96592583,0.25881905,1.41409967
20260506,84,5,48,48,Texas,Texas,Dallas,2503.90,575.92,1927.98,False,-5000.00,0.00,0.00,0.000667,1.00000000,0.38559547,0.00000000,4.76318808,1.09557750,0.03504511,0.00000000,1.15000000,0.55427174,0.55427174,1.00000000,0.96592583,0.25881905,1.41409967
20260506,85,5,48,48,Texas,Texas,Dallas,2976.06,575.92,2400.14,False,-5000.00,0.00,0.00,0.000542,1.00000000,0.48002756,0.00000000,5.66138362,1.09557750,0.03504511,0.00000000,1.15000000,0.55427174,0.55427174,1.00000000,0.96592583,0.25881905,1.41409967
20260506,86,5,48,48,Texas,Texas,Dallas,2982.29,575.92,2406.37,False,-5000.00,0.00,0.00,0.000542,1.00000000,0.48127430,0.00000000,5.67324211,1.09557750,0.03504511,0.00000000,1.15000000,0.55427174,0.55427174,1.00000000,0.96592583,0.25881905,1.41409967
20260506,87,5,48,48,Texas,Texas,Dallas,2584.33,575.92,2008.41,False,-5000.00,0.00,0.00,0.000625,1.00000000,0.40168293,0.00000000,4.91620481,1.09557750,0.03504511,0.00000000,1.15000000,0.55427174,0.55427174,1.00000000,0.96592583,0.25881905,1.41409967
20260506,88,5,48,48,Texas,Texas,Dallas,2557.38,575.92,1981.46,False,-5000.00,0.00,0.00,0.000584,1.00000000,0.39629237,0.00000000,4.86493222,1.09557750,0.03504511,0.00000000,1.15000000,0.55427174,0.55427174,1.00000000,0.96592583,0.25881905,1.41409967
20260506,89,5,48,48,Texas,Texas,Dallas,2969.38,575.92,2393.46,False,-5000.00,0.00,0.00,0.000542,1.00000000,0.47869297,0.00000000,5.64868961,1.09557750,0.03504511,0.00000000,1.15000000,0.55427174,0.55427174,1.00000000,0.96592583,0.25881905,1.41409967
20260506,90,5,48,48,Texas,Texas,Dallas,2778.41,575.92,2202.49,False,-5000.00,0.00,0.00,0.000583,1.00000000,0.44049729,0.00000000,5.28538954,1.09557750,0.03504511,0.00000000,1.15000000,0.55427174,0.55427174,1.00000000,0.96592583,0.25881905,1.41409967
20260506,91,5,48,48,Texas,Texas,Dallas,2946.48,575.92,2370.56,False,-5000.00,0.00,0.00,0.000625,1.00000000,0.47411246,0.00000000,5.60512189,1.09557750,0.03504511,0.00000000,1.15000000,0.55427174,0.55427174,1.00000000,0.96592583,0.25881905,1.41409967
20260506,92,6,48,48,Texas,Texas,Dallas,2749.35,575.92,2173.43,True,2173.43,370093.91,367920.48,3.510083,1.00000000,0.43468588,0.00000000,5.23011399,1.09557750,0.03504511,0.65000000,1.15000000,0.55427174,0.55427174,1.00000000,1.00000000,0.00000000,1.41409967
